CougarInterval,CougarID,ClusterID_unique,SearchTime,ST_sqr,PreyGroup,PreyAgeClass,Site,BearSign,Comb_WeightClass,PreyCategory,CanopyPercent,DemographicStatus,BearDisplacement,CoverType,Dist2road,DensityofRoads_5010,BearHarvestDensity,MultipleKills,Season,AgeClass,ElkUse_3000,DeerUse_3000,THI_990
CA16_1,CA16,CA16-021,138,11.74734012,Deer,Adult,Cache,N,Large,Deer,59,None,No,coniferous,1.85252087,-2.596420425,-1.004420288,No,Winter,YoungAdult,0.281643727,0.243522267,44730.45956
CA16_1,CA16,CA16-026,244.0002778,15.62050824,Deer,Adult,Cache,Y,Large,Deer,31,None,Unlikely,scrub,0.441561482,0.906294637,-1.004420288,No,Winter,YoungAdult,0.2009129,0.315108651,41747.11305
CA16_1,CA16,CA16-031/033,53,7.280109889,Deer,Adult,Cache,N,Large,Deer,39,None,No,scrub,0.222229848,0.69022918,-1.004420288,No,Spring,YoungAdult,0.32049306,0.336312651,30548.92923
CA16_1,CA16,CA16-036,46,6.782329983,Deer,Fawn/calf,Cache,N,Medium,Deer,46,None,No,deciduous,-0.240528603,-0.637397476,-1.004420288,No,Spring,YoungAdult,0.326204273,0.228651107,30921.05974
CA16_1,CA16,CA16-038,2,1.414213562,NonUngMammal,Unknown,Cache,N,ExtraSmall,Other,42,None,No,deciduous,-0.42899946,1.002277205,-1.004420288,No,Spring,YoungAdult,0.340205548,0.231714076,20993.14982
CA16_1,CA16,CA16-039,30,5.477225575,NonUngMammal,Unknown,Cache,N,ExtraSmall,Other,59,None,No,deciduous,-0.243943966,1.145594762,-1.004420288,No,Spring,YoungAdult,0.283733732,0.208669145,22378.56985
CA16_1,CA16,CA16-040,180,13.41640786,Deer,Adult,Cache,N,Large,Deer,29,None,No,coniferous,-0.751557827,2.019614484,-1.004420288,No,Spring,YoungAdult,0.232339681,0.225325865,38296.21967
CA16_1,CA16,CA16-042/043,131.0002778,11.44553528,Elk,Fawn/calf,Cache,N,Large,Elk,45,None,No,coniferous,0.496262397,0.103631977,-1.004420288,No,Spring,YoungAdult,0.199485682,0.129359243,28067.52574
CA16_1,CA16,CA16-046_B,240,15.49193338,Deer,Adult,Cache,N,Large,Deer,76,None,No,coniferous,0.35412107,-0.192489718,-1.004420288,Yes,Summer,YoungAdult,0.272093247,0.250842194,25531.66176
CA16_1,CA16,CA16-049,12,3.464101615,NonUngMammal,Unknown,Cache,N,ExtraSmall,Other,47,None,No,deciduous,-0.062233795,0.392733625,-1.004420288,No,Summer,YoungAdult,0.451113655,0.338367051,13156.22335
CA16_1,CA16,CA16-050,44,6.633249581,Deer,Adult,Cache,N,Large,Deer,54,None,No,mix.for,0.54688156,-0.425703455,-1.004420288,No,Summer,YoungAdult,0.368865385,0.336865173,20894.2693
CA16_1,CA16,CA16-052,93.98333333,9.694500159,NonUngMammal,Unknown,Cache,N,ExtraSmall,Other,58,None,No,coniferous,-0.041859437,0.184732649,-1.004420288,No,Summer,YoungAdult,0.273354037,0.382642081,22368.59191
CA16_1,CA16,CA16-054,28.01666667,5.29307724,NonUngMammal,Unknown,Cache,N,ExtraSmall,Other,39,None,No,deciduous,-0.430605075,1.433485598,-1.004420288,No,Summer,YoungAdult,0.329242388,0.31424888,29283.46232
CA16_1,CA16,CA16-055,14,3.741657387,Deer,Neonate,Cache,N,ExtraSmall,Deer,60,None,No,deciduous,-1.205897409,1.137666755,-1.004420288,No,Summer,YoungAdult,0.44298835,0.332678297,16341.55882
CA16_1,CA16,CA16-057A,38,6.164414003,Deer,Neonate,Cache,N,ExtraSmall,Deer,53,None,No,deciduous,0.651336311,-0.541419264,-1.004420288,Yes,Summer,YoungAdult,0.442867963,0.330711651,19259.04412
CA16_1,CA16,CA16-059,4,2,Deer,Neonate,Cache,N,ExtraSmall,Deer,36,None,No,deciduous,1.842070964,-2.596420425,-1.004420288,No,Summer,YoungAdult,0.357086763,0.353384952,24532.20864
CA16_1,CA16,CA16-060,48,6.92820323,Deer,Neonate,Cache,N,ExtraSmall,Deer,62,None,No,deciduous,1.785073036,-2.596420425,-1.004420288,No,Summer,YoungAdult,0.363040247,0.367717348,27722.92371
CA16_1,CA16,CA16-061,115.9833333,10.76955585,Deer,Neonate,Cache,N,Small,Deer,14,None,No,scrub,-1.640431934,0.811956943,-1.004420288,No,Summer,YoungAdult,0.369052353,0.404509693,17433.85386
CA16_1,CA16,CA16-062,122,11.04536102,Elk,Neonate,Cache,N,Small,Elk,50,None,No,deciduous,0.276692998,-0.220389279,-1.004420288,No,Summer,YoungAdult,0.478338818,0.34687295,12899.23713
CA16_1,CA16,CA16-064,66,8.124038405,DomesticUngulate,Adult,Cache,N,Large,OtherUngulate,9,None,No,scrub,-1.354768896,0.712694579,-1.004420288,No,Summer,YoungAdult,0.368106973,0.388539928,16924.71967
CA16_1,CA16,CA16-066,96,9.797958971,Elk,Neonate,Cache,N,Small,Elk,60,None,No,deciduous,-0.709683762,1.277889545,-1.004420288,No,Summer,YoungAdult,0.498251826,0.354425577,8764.592831
CA16_1,CA16,CA16-067,134,11.5758369,Deer,Neonate,Cache,N,Small,Deer,39,None,No,deciduous,-0.050821363,0.234895124,-1.004420288,No,Summer,YoungAdult,0.396636121,0.339549152,14800.30607
CA16_1,CA16,CA16-071,10,3.16227766,Deer,Fawn/calf,Cache,N,Medium,Deer,38,None,No,deciduous,1.332059495,-1.528263639,-1.004420288,No,Summer,YoungAdult,0.462131159,0.317537219,12622.40993
CA16_1,CA16,CA16-072,134,11.5758369,Deer,Neonate,Cache,N,Small,Deer,58,None,No,deciduous,-0.254213216,0.994032755,-1.004420288,No,Summer,YoungAdult,0.428590226,0.326593356,13541.94393
CA16_1,CA16,CA16-073A,88,9.38083152,Mesocarnivore,Unknown,Cache,N,Small,Other,57,None,No,deciduous,-0.003164511,0.327580786,-1.004420288,Yes,Summer,YoungAdult,0.482305964,0.339536795,12629.02022
CA16_1,CA16,CA16-075,14,3.741657387,Deer,Neonate,Cache,N,Small,Deer,43,None,No,coniferous,-0.349791762,1.349887772,-1.004420288,No,Summer,YoungAdult,0.384743845,0.325205493,23082.86397
CA16_1,CA16,CA16-076,64,8,Deer,Neonate,Cache,N,Small,Deer,46,None,No,deciduous,-0.419505974,0.63567519,-1.004420288,No,Summer,YoungAdult,0.349543089,0.338857452,16188.54688
CA16_1,CA16,CA16-077,8,2.828427125,DomesticUngulate,YOY,Cache,N,Medium,OtherUngulate,56,None,No,deciduous,1.787374223,-2.596420425,-1.004420288,No,Summer,YoungAdult,0.415396756,0.34959444,19511.15625
CA16_1,CA16,CA16-078,44,6.633249581,DomesticUngulate,YOY,Cache,N,Medium,OtherUngulate,41,None,No,deciduous,0.275493673,0.190055435,-1.004420288,No,Summer,YoungAdult,0.351631842,0.355103537,17178.64063
CA16_1,CA16,CA16-079,114,10.67707825,Deer,Neonate,Cache,N,Small,Deer,62,None,No,coniferous,-0.561768634,0.392733625,-1.004420288,No,Summer,YoungAdult,0.317338563,0.29762693,14241.36121
CA16_1,CA16,CA16-083,46,6.782329983,DomesticUngulate,YOY,Cache,N,Medium,OtherUngulate,42,None,No,coniferous,-0.61095424,1.495515865,-1.004420288,No,Fall,YoungAdult,0.486207048,0.306690326,17285.97243
CA17_1,CA17,CA17-009,122.0002778,11.04537359,Deer,Yearling/Adult,Cache,N,Large,Deer,21,0-5mo,No,scrub,0.157100736,-0.309363396,-1.004420288,No,Winter,PrimeAdult,0.353618129,0.28976726,21307.53217
CA17_1,CA17,CA17-014_B,47.96666667,6.925797187,Deer,Adult,Cache,N,Large,Deer,13,0-5mo,No,scrub,-1.301630417,-0.395200082,-1.004420288,Yes,Winter,PrimeAdult,0.283826218,0.25461112,29647.14522
CA17_1,CA17,CA17-017,118,10.86278049,Deer,Yearling,Cache,N,Medium,Deer,1,0-5mo,No,scrub,-0.683131722,-0.381777882,-1.004420288,No,Winter,PrimeAdult,0.318024764,0.282871795,25896.53585
CA17_1,CA17,CA17-021,24,4.898979486,Deer,Yearling/Adult,Cache,N,Large,Deer,14,0-5mo,No,scrub,0.835663543,-0.174068524,-1.004420288,No,Winter,PrimeAdult,0.389440657,0.336102043,27134.1829
CA17_1,CA17,CA17-022-B,0,0,Deer,Yearling,Cache,N,Medium,Deer,24,0-5mo,No,deciduous,0.916217911,-0.152752634,-1.004420288,No,Winter,PrimeAdult,0.415905001,0.361310079,29488.58272
CA17_1,CA17,CA17-022-A,42.01666667,6.482026432,Deer,Yearling,Cache,N,Medium,Deer,21,0-5mo,No,coniferous,0.629817582,-0.335427575,-1.004420288,No,Winter,PrimeAdult,0.415831764,0.364696987,27486.74908
CA17_1,CA17,CA17-024/026,77,8.774964387,Deer,Adult,Cache,N,Large,Deer,11,0-5mo,No,other,0.037337141,-0.537817156,-1.004420288,No,Winter,PrimeAdult,0.31413502,0.294076926,24043.56342
CA17_1,CA17,CA17-029,22,4.69041576,Deer,Fawn/calf,Cache,N,Medium,Deer,1,0-5mo,No,other,0.306294044,-0.398568439,-1.004420288,No,Winter,PrimeAdult,0.355869865,0.329951689,33862.72886
CA17_1,CA17,CA17-031-B,20.01666667,4.473998957,Deer,Adult,Cache,N,Large,Deer,11,0-5mo,No,other,-0.329276387,-0.581467413,-1.004420288,Yes,Winter,PrimeAdult,0.275718517,0.283673717,30689.86857
CA17_1,CA17,CA17-032,48,6.92820323,Deer,Fawn/calf,Cache,N,Medium,Deer,9,0-5mo,No,scrub,-0.830442661,-0.505677434,-1.004420288,No,Winter,PrimeAdult,0.302467465,0.330922864,30887.27574
CA17_1,CA17,CA17-034,2,1.414213562,Deer,Fawn/calf,Cache,N,Medium,Deer,1,0-5mo,No,scrub,-0.0065062,-0.488033721,-1.004420288,No,Winter,PrimeAdult,0.316731792,0.322951485,24281.29779
CA17_1,CA17,CA17-035,30,5.477225575,Deer,Adult,Cache,N,Large,Deer,1,0-5mo,No,scrub,0.919337606,-0.245466826,-1.004420288,No,Winter,PrimeAdult,0.407991084,0.367447665,19189.99081
CA17_1,CA17,CA17-037-B,2,1.414213562,Deer,Adult,Cache,N,Large,Deer,22,0-5mo,No,scrub,0.086770227,-1.197874903,-1.004420288,No,Winter,PrimeAdult,0.261336645,0.21290189,22018.08548
CA17_1,CA17,CA17-037-A,120,10.95445115,Deer,Adult,Cache,N,Large,Deer,21,0-5mo,No,scrub,-0.453382923,-1.268527301,-1.004420288,No,Winter,PrimeAdult,0.243620573,0.17163682,26561.30423
CA17_1,CA17,CA17-042-B,16,4,Deer,Adult,Cache,N,Large,Deer,21,0-5mo,No,scrub,0.103412768,-0.0869383,-1.004420288,No,Winter,PrimeAdult,0.29021731,0.172939772,16318.83548
CA17_1,CA17,CA17-042-A,24.01666667,4.900680225,Deer,Adult,Cache,N,Large,Deer,27,0-5mo,No,deciduous,-0.225172681,0.014349237,-1.004420288,No,Winter,PrimeAdult,0.289822399,0.168810821,19393.59191
CA17_1,CA17,CA17-046,46,6.782329983,Deer,Adult,Cache,N,Large,Deer,60,0-5mo,No,coniferous,-0.167948288,-0.641183031,-1.004420288,No,Winter,PrimeAdult,0.187309168,0.211044701,29788.01195
CA17_1,CA17,CA17-049,74,8.602325267,Deer,Fawn/calf,Cache,N,Medium,Deer,24,0-5mo,No,scrub,1.152163847,-0.629848227,-1.004420288,No,Winter,PrimeAdult,0.35900933,0.257539564,24442.8318
CA17_1,CA17,CA17-051,10,3.16227766,Deer,Fawn/calf,Cache,N,Medium,Deer,1,0-5mo,No,scrub,0.272056301,0.176729314,-1.004420288,No,Winter,PrimeAdult,0.407030905,0.346894846,15026.52574
CA17_1,CA17,CA17-053,96,9.797958971,Deer,Fawn/calf,Cache,N,Medium,Deer,15,0-5mo,No,scrub,0.366271632,0.441900641,-1.004420288,No,Winter,PrimeAdult,0.311076611,0.317443435,15347.94853
CA17_1,CA17,CA17-057,96,9.797958971,Deer,Adult,Cache,N,Large,Deer,14,6-12mo,No,scrub,0.196292517,0.794522673,-1.004420288,No,Spring,PrimeAdult,0.322697459,0.226020686,11383.25368
CA17_1,CA17,CA17-058,20.00027778,4.472167012,Deer,Yearling,Cache,Y,Medium,Deer,37,6-12mo,Possible,coniferous,1.587146941,-0.940743845,-1.004420288,No,Spring,PrimeAdult,0.374182553,0.202417782,26518.21324
CA17_1,CA17,CA17-059.2,24,4.898979486,Deer,Fawn/calf,Cache,N,Medium,Deer,38,6-12mo,No,deciduous,0.695478223,0.692482625,-1.004420288,No,Spring,PrimeAdult,0.366883215,0.35942785,26303.00827
CA17_1,CA17,CA17-060,0,0,Deer,Unknown,Cache,N,Medium,Deer,41,6-12mo,No,deciduous,1.41222817,-1.500870557,-1.004420288,No,Spring,PrimeAdult,0.379048452,0.217689527,28067.42555
CA17_1,CA17,CA17-061.2,56,7.483314774,Deer,Adult,Cache,N,Large,Deer,24,6-12mo,No,scrub,0.313814474,-0.7463186,-1.004420288,No,Spring,PrimeAdult,0.378388509,0.267746879,25106.41176
CA17_1,CA17,CA17-062,4,2,Deer,Yearling,Cache,Y,Medium,Deer,36,6-12mo,can't tell,deciduous,-0.517267578,-0.325618449,-1.004420288,No,Spring,PrimeAdult,0.34983988,0.237226546,22697.67647
CA17_1,CA17,CA17-064,18,4.242640687,Deer,Fawn/calf,Cache,Y,Medium,Deer,19,6-12mo,can't tell,mix.for,0.810109431,0.084355476,-1.004420288,No,Spring,PrimeAdult,0.457873579,0.361703028,20514.06158
CA17_1,CA17,CA17-065,4,2,Deer,Fawn/calf,Cache,N,Medium,Deer,46,6-12mo,No,deciduous,-0.240528603,-0.637397476,-1.004420288,No,Spring,PrimeAdult,0.326204273,0.228651107,30921.05974
CA17_1,CA17,CA17-066,76,8.717797887,Deer,Adult,Cache,N,Large,Deer,24,6-12mo,No,scrub,-0.603389867,-1.556377961,-1.004420288,No,Spring,PrimeAdult,0.315234444,0.224196458,29883.6829
CA17_1,CA17,CA17-069,32,5.656854249,Deer,Adult,Cache,N,Large,Deer,55,6-12mo,No,deciduous,0.057891457,-0.999975778,-1.004420288,No,Spring,PrimeAdult,0.269251459,0.215315884,17314.5818
CA17_1,CA17,CA17-072,28,5.291502622,Deer,Adult,Cache,N,Large,Deer,1,6-12mo,No,other,0.025859018,-0.488033721,-1.004420288,No,Spring,PrimeAdult,0.333032496,0.31445685,25702.11765
CA17_1,CA17,CA17-073,125.9833333,11.22422974,Deer,Fawn/calf,Cache,N,Medium,Deer,1,6-12mo,No,scrub,-0.348014828,1.085718656,-1.004420288,No,Spring,PrimeAdult,0.374614587,0.27715257,17910.22151
CA17_1,CA17,CA17-075,18,4.242640687,DomesticUngulate,Adult,Cache,N,Large,OtherUngulate,31,6-12mo,No,deciduous,-0.341859051,1.500944038,-1.004420288,No,Summer,PrimeAdult,0.277118578,0.303228497,29219.50735
CA17_1,CA17,CA17-077,26,5.099019514,Deer,Fawn/calf,Cache,N,Medium,Deer,60,6-12mo,No,deciduous,-0.660751561,0.402631513,-1.004420288,No,Summer,PrimeAdult,0.377111598,0.431567285,15456.27114
CA17_1,CA17,CA17-076,54,7.348469228,Deer,Fawn/calf,Cache,N,Medium,Deer,36,6-12mo,No,coniferous,0.157114948,-0.611100689,-1.004420288,No,Summer,PrimeAdult,0.235340397,0.270171831,24224.91636
CA17_1,CA17,CA17-078,58,7.615773106,Elk,Neonate,Cache,N,Small,Elk,48,6-12mo,No,deciduous,-0.574964589,1.097771517,-1.004420288,No,Summer,PrimeAdult,0.453715274,0.333213945,21093.62316
CA17_1,CA17,CA17-080,52,7.211102551,Deer,Fawn/calf,Cache,N,Medium,Deer,49,6-12mo,No,deciduous,-0.575772255,1.037107427,-1.004420288,No,Summer,PrimeAdult,0.360361726,0.405380145,20995.58088
CA17_1,CA17,CA17-082,92,9.591663047,Deer,Adult,Cache,N,Large,Deer,38,6-12mo,No,mix.for,1.04376429,0.014349237,-1.004420288,No,Summer,PrimeAdult,0.367700592,0.330400405,9344.850184
CA17_1,CA17,CA17-085,24.01666667,4.900680225,Deer,Adult,Cache,N,Large,Deer,34,6-12mo,No,deciduous,1.225223791,-0.104715257,-1.004420288,No,Summer,PrimeAdult,0.410693489,0.347422232,13107.84191
CA17_1,CA17,CA17-086,44,6.633249581,Deer,Adult,Cache,Y,Large,Deer,50,6-12mo,Possible,coniferous,-1.477819478,0.880820008,-1.004420288,No,Summer,PrimeAdult,0.330089752,0.314914496,9930.642463
CA17_1,CA17,CA17-089,38,6.164414003,Deer,Neonate,Cache,N,ExtraSmall,Deer,49,6-12mo,No,deciduous,0.342043954,0.15257951,-1.004420288,No,Summer,PrimeAdult,0.460464969,0.360572894,17150.46415
CA17_1,CA17,CA17-091,142,11.91637529,Deer,Adult,Cache,N,Large,Deer,38,6-12mo,No,deciduous,1.115006877,-0.730369152,-1.004420288,No,Summer,PrimeAdult,0.353324757,0.461441283,20153.89154
CA17_1,CA17,CA17-095,98,9.899494937,Deer,Fawn/calf,Cache,N,Medium,Deer,33,6-12mo,No,deciduous,0.985450271,-1.826546453,-1.004420288,No,Summer,PrimeAdult,0.210578393,0.319879182,22561.70129
CA17_1,CA17,CA17-097,206,14.35270009,Deer,Unknown,Cache,N,Medium,Deer,32,6-12mo,No,deciduous,-0.489292094,0.340222441,-1.004420288,No,Summer,PrimeAdult,0.287098442,0.320538183,23213.34467
CA17_1,CA17,CA17-099,50,7.071067812,Deer,Neonate,Cache,N,Small,Deer,58,6-12mo,No,deciduous,0.434317689,0.933684706,-1.004420288,No,Summer,PrimeAdult,0.372710192,0.389221731,21954.65441
CA17_1,CA17,CA17-100,8,2.828427125,Deer,Neonate,Cache,N,Small,Deer,49,6-12mo,No,deciduous,0.792876204,0.533190659,-1.004420288,No,Summer,PrimeAdult,0.322224126,0.286085384,15256.50276
CA17_1,CA17,CA17-101,30,5.477225575,DomesticUngulate,Unknown,Cache,N,Small,OtherUngulate,42,6-12mo,No,mix.for,1.397255398,0.499870657,-1.004420288,No,Summer,PrimeAdult,0.343083235,0.298655688,17664.48713
CA17_1,CA17,CA17-103,52,7.211102551,DomesticUngulate,Adult,Cache,N,Large,OtherUngulate,37,6-12mo,No,deciduous,0.832117325,-0.040137399,-1.004420288,No,Summer,PrimeAdult,0.370241497,0.324492087,27500.57813
CA17_1,CA17,CA17-105,30,5.477225575,Bird,Unknown,Cache,N,ExtraSmall,Other,52,6-12mo,No,coniferous,2.086246198,-0.211053167,-1.004420288,No,Summer,PrimeAdult,0.286237226,0.367505625,23487.39982
CA17_1,CA17,CA17-106,62,7.874007874,Deer,Neonate,Cache,N,Small,Deer,74,6-12mo,No,coniferous,0.582740342,0.166022133,-1.004420288,No,Summer,PrimeAdult,0.260852631,0.317467379,27074.70956
CA17_1,CA17,CA17-107,40,6.32455532,Deer,Fawn/calf,Cache,N,Medium,Deer,26,6-12mo,No,deciduous,0.01822306,0.144482291,-1.004420288,No,Summer,PrimeAdult,0.316437672,0.383544518,31329.14154
CA17_1,CA17,CA17-108,76,8.717797887,DomesticUngulate,Adult,Cache,N,Large,OtherUngulate,55,6-12mo,No,deciduous,-1.466367681,0.020018667,-1.004420288,No,Summer,PrimeAdult,0.313223649,0.335903975,16720.33272
CA17_1,CA17,CA17-109,18,4.242640687,DomesticUngulate,Unknown,Cache,N,Medium,OtherUngulate,38,6-12mo,No,mix.for,0.358422046,0.216518288,-1.004420288,No,Summer,PrimeAdult,0.301507005,0.361675047,15427.94485
CA17_1,CA17,CA17-111,38,6.164414003,DomesticUngulate,Unknown,Cache,N,Medium,OtherUngulate,1,6-12mo,No,scrub,-1.725398676,0.141777897,-1.004420288,No,Summer,PrimeAdult,0.294340369,0.38383723,22693.87684
CA17_1,CA17,CA17-111.2,56,7.483314774,Deer,Neonate,Cache,N,Small,Deer,60,6-12mo,No,coniferous,1.796156747,-2.596420425,-1.004420288,No,Summer,PrimeAdult,0.234200559,0.309472168,37713.3318
CA17_1,CA17,CA17-112,62,7.874007874,Deer,Adult,Cache,N,Large,Deer,36,6-12mo,No,deciduous,-0.310266013,-0.149722667,-1.004420288,No,Summer,PrimeAdult,0.337286987,0.351209351,22031.62592
CA17_1,CA17,CA17-114_A,0,0,DomesticUngulate,YOY,Cache,N,Medium,OtherUngulate,53,6-12mo,No,coniferous,1.421332364,0.081590364,-1.004420288,Yes,Summer,PrimeAdult,0.35644611,0.351690734,17904.90809
CA17_1,CA17,CA17-113,102,10.09950494,DomesticUngulate,Unknown,Cache,N,Medium,OtherUngulate,23,6-12mo,No,deciduous,0.479715592,0.540284611,-1.004420288,No,Summer,PrimeAdult,0.320634388,0.373123702,18823.13971
CA17_1,CA17,CA17-115,78,8.831760866,Deer,Adult,Cache,N,Large,Deer,31,6-12mo,No,deciduous,1.322918319,-0.005591467,-1.004420288,No,Summer,PrimeAdult,0.315905016,0.368306398,10005.07629
CA17_1,CA17,CA17-118,50,7.071067812,Deer,Neonate,Cache,N,Small,Deer,61,6-12mo,No,deciduous,0.439582149,0.530822433,-1.004420288,No,Summer,PrimeAdult,0.324627473,0.284214295,18056.19577
CA17_1,CA17,CA17-119,78,8.831760866,Deer,Fawn/calf,Cache,N,Medium,Deer,23,6-12mo,No,scrub,-1.293634562,-0.599936667,-1.004420288,No,Summer,PrimeAdult,0.306915701,0.371393397,23613.07077
CA17_1,CA17,CA17-120,5.983333333,2.446085308,Deer,Neonate,Cache,N,Small,Deer,62,6-12mo,No,mix.for,1.437740287,-0.140655195,-1.004420288,No,Fall,PrimeAdult,0.45756686,0.344679608,11896.79504
CA17_1,CA17,CA17-121,28,5.291502622,Deer,Neonate,Cache,N,Small,Deer,52,6-12mo,No,deciduous,0.133595943,0.385288647,-1.004420288,No,Fall,PrimeAdult,0.412874112,0.362640801,20472.29504
CA17_1,CA17,CA17-122,14,3.741657387,Deer,Neonate,Cache,N,Small,Deer,51,6-12mo,No,coniferous,0.367146717,-0.183261543,-1.004420288,No,Fall,PrimeAdult,0.359613483,0.332276939,24136.38327
CA17_1,CA17,CA17-123,83.98333333,9.164242103,Deer,Adult,Cache,N,Large,Deer,46,6-12mo,No,deciduous,-0.619161451,1.22590887,-1.004420288,No,Fall,PrimeAdult,0.268417393,0.286710196,24327.61673
CA17_1,CA17,CA17-124,14,3.741657387,Deer,Neonate,Cache,N,Small,Deer,55,6-12mo,No,deciduous,-0.14508355,-0.778637277,-1.004420288,No,Fall,PrimeAdult,0.320485504,0.299637219,17844.35662
CA17_1,CA17,CA17-125-A,14,3.741657387,Deer,Neonate,Cache,N,Small,Deer,62,6-12mo,No,coniferous,-0.257163196,-0.328883443,-1.004420288,No,Fall,PrimeAdult,0.311710022,0.308912115,20500.77574
CA17_1,CA17,CA17-125-B,64,8,Deer,Neonate,Cache,N,Small,Deer,51,6-12mo,No,deciduous,0.06139071,-0.375097196,-1.004420288,No,Fall,PrimeAdult,0.330071906,0.303681147,21956.04596
CA17_1,CA17,CA17-126-A,0,0,Deer,Adult,Cache,N,Large,Deer,18,6-12mo,No,deciduous,0.670465705,0.163338846,-1.004420288,Yes,Fall,PrimeAdult,0.358544975,0.392130545,6860.737132
CA17_1,CA17,CA17-127,138,11.74734012,Deer,Neonate,Cache,N,Small,Deer,1,6-12mo,No,coniferous,1.461898948,-0.405320689,-1.004420288,No,Fall,PrimeAdult,0.348654531,0.363069191,18675.45037
CA17_1,CA17,CA17-128.1,12,3.464101615,Deer,Neonate,Cache,N,Small,Deer,61,6-12mo,No,deciduous,-0.96756876,-0.537817156,-1.004420288,No,Fall,PrimeAdult,0.361814663,0.319911134,24803.23346
CA17_1,CA17,CA17-129-B,0,0,Deer,Neonate,Cache,N,Small,Deer,57,6-12mo,No,deciduous,-0.254407494,-0.325618449,-1.004420288,Yes,Fall,PrimeAdult,0.311710022,0.308912115,20818.38143
CA17_1,CA17,CA17-130,86,9.273618495,Deer,Neonate,Cache,N,Medium,Deer,68,6-12mo,No,coniferous,2.048563241,-2.424271372,-1.004420288,No,Fall,PrimeAdult,0.343153122,0.275542252,28246.72702
CA17_1,CA17,CA17-131,28,5.291502622,Deer,Neonate,Cache,N,Medium,Deer,55,6-12mo,No,deciduous,-0.364174125,0.084355476,-1.004420288,No,Fall,PrimeAdult,0.284763726,0.244535948,24522.68382
CA17_1,CA17,CA17-132,42,6.480740698,Deer,Adult,Cache,N,Large,Deer,50,12mos+,No,coniferous,-0.198933394,1.079677406,-1.004420288,No,Fall,PrimeAdult,0.351126586,0.28958299,20036.72794
CA17_1,CA17,CA17-133,0,0,Deer,Adult,Cache,N,Large,Deer,29,12mos+,No,deciduous,0.34351386,0.723870277,-1.004420288,No,Fall,PrimeAdult,0.345281916,0.446504763,19313.78033
CA17_1,CA17,CA17-134,116,10.77032961,DomesticUngulate,Unknown,Cache,N,Medium,OtherUngulate,20,12mos+,No,scrub,-0.999215105,0.678938698,-1.004420288,No,Fall,PrimeAdult,0.332390979,0.410487088,15044.13143
CA17_1,CA17,CA17-136,48,6.92820323,Deer,Neonate,Cache,N,Medium,Deer,22,12mos+,No,deciduous,-0.212848274,0.846560646,-1.004420288,No,Fall,PrimeAdult,0.319631954,0.345731461,26576.24816
CA17_1,CA17,CA17-137,4,2,Deer,Neonate,Cache,N,Medium,Deer,59,12mos+,No,deciduous,0.591591796,-1.009284573,-1.004420288,No,Fall,PrimeAdult,0.269174091,0.256145822,23502.86765
CA17_1,CA17,CA17-138,2,1.414213562,Deer,Adult,Cache,N,Large,Deer,1,12mos+,No,scrub,1.076647162,-0.345279442,-1.004420288,No,Fall,PrimeAdult,0.336474877,0.365244775,21626.3557
CA17_1,CA17,CA17-139,95.98333333,9.797108417,Deer,Neonate,Cache,N,Medium,Deer,59,12mos+,No,deciduous,1.990598324,-0.61857838,-1.004420288,No,Fall,PrimeAdult,0.352430326,0.304214598,26450.2307
CA17_1,CA17,CA17-140,86,9.273618495,DomesticUngulate,Adult,Cache,N,Large,OtherUngulate,22,12mos+,No,scrub,0.215030922,0.229656793,-1.004420288,No,Fall,PrimeAdult,0.263142372,0.285074805,16375.92096
CA17_1,CA17,CA17-141,76,8.717797887,Deer,Neonate,Cache,N,Medium,Deer,38,12mos+,No,deciduous,0.753549141,-0.251778123,-1.004420288,No,Fall,PrimeAdult,0.287840689,0.336214439,21653.37592
CA17_1,CA17,CA17-142,158,12.56980509,Deer,Adult,Cache,N,Large,Deer,42,12mos+,No,deciduous,-0.294673242,-0.149722667,-1.004420288,No,Fall,PrimeAdult,0.381212339,0.367941657,21483.14706
CA17_1,CA17,CA17-145,40,6.32455532,Deer,Neonate,Cache,N,Medium,Deer,48,12mos+,No,deciduous,0.062892314,0.5567751,-1.004420288,No,Fall,PrimeAdult,0.327982843,0.271369377,27206.40074
CA17_1,CA17,CA17-146,9.983333333,3.15964133,Deer,Fawn/calf,Cache,N,Medium,Deer,44,12mos+,No,mix.for,1.169140627,-0.045940546,-1.004420288,No,Fall,PrimeAdult,0.273816504,0.301484648,31697.14063
CA17_1,CA17,CA17-147,16,4,Deer,Unknown,Cache,N,Medium,Deer,60,12mos+,No,deciduous,0.026697272,-0.439398967,-1.004420288,No,Fall,PrimeAdult,0.322604924,0.343350959,31031.53309
CA17_1,CA17,CA17-148,34,5.830951895,Deer,Neonate,Cache,N,Medium,Deer,57,12mos+,No,coniferous,0.952706316,0.258348668,-1.004420288,No,Fall,PrimeAdult,0.373119292,0.408573101,11058.13511
CA17_1,CA17,CA17-149,52.01666667,7.212258084,Deer,Neonate,Cache,N,Medium,Deer,14,12mos+,No,scrub,0.145427014,-0.412093811,-1.004420288,No,Fall,PrimeAdult,0.249572588,0.270697372,19875.42831
CA17_1,CA17,CA17-151,96,9.797958971,Deer,Fawn/calf,Cache,N,Medium,Deer,64,12mos+,No,coniferous,-0.480336028,1.323515966,-1.004420288,No,Fall,PrimeAdult,0.292404658,0.308973731,25460.53676
