CougarInterval,CougarID,ClusterID_unique,SearchTime,ST_sqr,PreyGroup,PreyAgeClass,Site,BearSign,Comb_WeightClass,PreyCategory,CanopyPercent,DemographicStatus,BearDisplacement,CoverType,Dist2road,DensityofRoads_5010,BearHarvestDensity,MultipleKills,Season,AgeClass,ElkUse_3000,DeerUse_3000,THI_990
BC10_1,BC10,BC10-021,436,20.88061302,Elk,Fawn/calf,Books,N,Large,Elk,14,Pregnant,No,scrub,0.124022284,-0.637397476,0.337969786,No,Spring,PrimeAdult,0.362557019,0.285062873,26393.11133
BC10_1,BC10,BC10-028,142,11.91637529,Elk,Fawn/calf,Books,Y,Large,Elk,20,Pregnant,Likely.Yes,scrub,-0.387811982,0.117317074,0.337969786,No,Spring,PrimeAdult,0.382327673,0.339119838,11726.85645
BC10_1,BC10,BC10-031,52,7.211102551,Elk,Unknown,Books,N,Large,Elk,22,Pregnant,No,scrub,-0.392724013,0.685717648,0.337969786,No,Summer,PrimeAdult,0.427921576,0.417984477,11885.88086
BC10_1,BC10,BC10-032,74,8.602325267,Elk,Neonate,Books,N,Small,Elk,1,Pregnant,No,scrub,0.999136856,-0.614836007,0.337969786,No,Summer,PrimeAdult,0.433624771,0.390118743,8582.769531
BC10_1,BC10,BC10-033,20,4.472135955,Elk,Neonate,Books,N,Small,Elk,1,Pregnant,No,scrub,-0.963884981,-0.474024353,0.337969786,No,Summer,PrimeAdult,0.460774828,0.420980844,11377.93555
BC10_1,BC10,BC10-034,30,5.477225575,Elk,Neonate,Books,N,Small,Elk,17,Pregnant,No,scrub,-0.297517663,0.128215662,0.337969786,No,Summer,PrimeAdult,0.439563124,0.403402432,16031.95605
BC10_1,BC10,BC10-035,46,6.782329983,Elk,Neonate,Books,N,Small,Elk,12,Pregnant,No,scrub,2.071517235,-2.596420425,0.337969786,No,Summer,PrimeAdult,0.362441078,0.333963483,24834.2793
BC10_1,BC10,BC10-037,92,9.591663047,Elk,Neonate,Books,N,Small,Elk,1,Pregnant,No,scrub,-0.618765475,0.111851333,0.337969786,No,Summer,PrimeAdult,0.420355953,0.405559526,14131.36719
BC10_1,BC10,BC10-040,100,10,Deer,Neonate,Books,N,ExtraSmall,Deer,30,Pregnant,No,coniferous,-1.062113781,-0.432540376,0.337969786,No,Summer,PrimeAdult,0.426626343,0.389409424,20254.65039
BC10_1,BC10,BC10-041,46,6.782329983,Elk,Neonate,Books,N,Small,Elk,16,Pregnant,No,scrub,0.049966986,0.803250984,0.337969786,No,Summer,PrimeAdult,0.446810179,0.364791732,12379.15527
BC10_1,BC10,BC10-042,60,7.745966692,Elk,Neonate,Books,Y,Small,Elk,22,Pregnant,can't tell,scrub,-0.558726918,0.730557677,0.337969786,No,Summer,PrimeAdult,0.479981486,0.42932521,10643.66113
BC10_1,BC10,BC10-044,108,10.39230485,Elk,Neonate,Books,N,Small,Elk,18,Pregnant,No,scrub,0.092219701,1.085718656,0.337969786,No,Summer,PrimeAdult,0.45796838,0.421190615,24406.85938
BC10_1,BC10,BC10-045,40,6.32455532,Deer,Adult,Books,N,Large,Deer,22,Pregnant,No,deciduous,-0.627760719,0.712694579,0.337969786,No,Summer,PrimeAdult,0.510399153,0.438050418,10624.27539
BC10_1,BC10,BC10-046,24,4.898979486,Deer,Neonate,Books,N,Small,Deer,16,Pregnant,No,scrub,0.659277307,0.073277843,0.337969786,No,Summer,PrimeAdult,0.515362419,0.43150798,23685.12891
BC10_1,BC10,BC10-048,26,5.099019514,Elk,Neonate,Books,N,Small,Elk,11,Pregnant,No,scrub,-1.056789471,0.100886625,0.337969786,No,Summer,PrimeAdult,0.520954416,0.407167595,18738.62891
BC10_1,BC10,BC10-049,332,18.22086716,Deer,Neonate,Books,N,Small,Deer,32,Pregnant,No,coniferous,0.021539433,-0.675588722,0.337969786,No,Summer,PrimeAdult,0.433964562,0.398246712,14782.90234
BC10_1,BC10,BC10-052,128,11.3137085,Deer,Neonate,Books,N,Small,Deer,34,0-5mo,No,coniferous,-0.71251043,1.372352706,0.337969786,No,Summer,PrimeAdult,0.478560956,0.43774775,6414.513672
BC10_1,BC10,BC10-054/056,39.01666667,6.246332257,Elk,Neonate,Books,N,Small,Elk,33,0-5mo,No,deciduous,0.33621489,0.253153452,0.337969786,No,Summer,PrimeAdult,0.452557877,0.392340123,19811.31445
BC10_1,BC10,BC10-058,22,4.69041576,Deer,Adult,Books,N,Large,Deer,28,0-5mo,No,coniferous,-1.285650643,-0.581467413,0.337969786,No,Summer,PrimeAdult,0.471887808,0.392337853,12391.59766
BC10_1,BC10,BC10-061,146,12.08304597,Elk,Neonate,Books,N,Small,Elk,40,0-5mo,No,coniferous,-0.641523253,-0.002733409,0.337969786,No,Summer,PrimeAdult,0.435890362,0.366082537,9724.391602
BC10_1,BC10,BC10-063,54,7.348469228,Deer,Neonate,Books,N,Small,Deer,8,0-5mo,No,scrub,-1.000504929,-0.675588722,0.337969786,No,Fall,PrimeAdult,0.370089881,0.287734496,24712.80078
BC10_1,BC10,BC10-064,136,11.66190379,Elk,Neonate,Books,N,Medium,Elk,27,0-5mo,No,coniferous,0.568761289,-0.667889967,0.337969786,No,Fall,PrimeAdult,0.428632382,0.385123101,13599.78027
BC10_2,BC10,BC10-074,44,6.633249581,Deer,Neonate,Books,N,Medium,Deer,33,0-5mo,No,coniferous,0.137038033,0.13636108,0.337969786,No,Fall,PrimeAdult,0.385089365,0.311300884,26468.30859
BC10_2,BC10,BC10-075,268,16.37070554,Elk,Neonate,Books,Y,Medium,Elk,19,0-5mo,Unlikely,coniferous,-0.407760708,0.91685455,0.337969786,No,Fall,PrimeAdult,0.427385163,0.337066101,9139.921875
BC10_2,BC10,BC10-084,108,10.39230485,Elk,Neonate,Books,N,Medium,Elk,24,0-5mo,No,scrub,-0.596132796,1.09375827,0.337969786,No,Fall,PrimeAdult,0.434289579,0.352931869,4663.24707
BC10_2,BC10,BC10-086,42,6.480740698,Deer,Unknown,Books,N,Medium,Deer,15,0-5mo,No,scrub,0.770982594,0.045380544,0.337969786,No,Fall,PrimeAdult,0.391197713,0.367180134,30881.79297
BC10_2,BC10,BC10-087,174,13.19090596,Deer,Unknown,Books,N,Medium,Deer,8,0-5mo,No,scrub,0.190271658,-0.599936667,0.337969786,No,Fall,PrimeAdult,0.41770152,0.36270465,9411.375
BC10_2,BC10,BC10-092,26,5.099019514,Deer,Fawn/calf,Books,N,Medium,Deer,19,0-5mo,No,scrub,-0.013913337,0.895702792,0.337969786,No,Winter,PrimeAdult,0.483201909,0.468536343,10876.57422
BC10_2,BC10,BC10-094,48,6.92820323,Elk,Fawn/calf,Books,Y,Large,Elk,1,0-5mo,Unlikely,scrub,0.895142186,-0.614836007,0.337969786,No,Winter,PrimeAdult,0.455931431,0.453764997,7709.646484
BC10_2,BC10,BC10-095,120,10.95445115,Deer,Yearling,Books,N,Medium,Deer,15,0-5mo,No,coniferous,0.07621192,-0.523471315,0.337969786,No,Winter,PrimeAdult,0.45554338,0.441474008,15915.51172
BC10_2,BC10,BC10-097,226.0166667,15.03385069,Deer,Fawn/calf,Books,N,Medium,Deer,38,0-5mo,No,coniferous,0.100913639,1.081692259,0.337969786,No,Winter,PrimeAdult,0.268715338,0.34700777,14018.59766
BC10_2,BC10,BC10-101,374,19.33907961,Mesocarnivore,Unknown,Books,N,ExtraSmall,Other,25,0-5mo,No,coniferous,-0.471184689,0.798889633,-0.132636445,No,Winter,PrimeAdult,0.358346179,0.394740883,7572.963379
BC10_2,BC10,BC10-103,120,10.95445115,Deer,Adult,Books,N,Large,Deer,22,0-5mo,No,coniferous,0.512637619,-0.028570449,-0.132636445,No,Winter,PrimeAdult,0.41349761,0.437911962,12403.23438
BC10_2,BC10,BC10-106,100,10,Deer,Yearling/Adult,Books,N,Large,Deer,37,6-12mo,No,coniferous,-1.401756181,0.205963133,-0.132636445,No,Winter,PrimeAdult,0.361503553,0.342262268,10467.01758
BC10_2,BC10,BC10-108,38,6.164414003,Elk,Fawn/calf,Books,N,Large,Elk,1,6-12mo,No,scrub,0.938679317,-1.156118108,-0.132636445,No,Winter,PrimeAdult,0.463628357,0.426119084,12512.59863
BC10_2,BC10,BC10-110,70,8.366600265,Elk,Adult,Books,N,ExtraLarge,Elk,13,6-12mo,No,scrub,-0.015648646,0.149883089,-0.132636445,No,Winter,PrimeAdult,0.399187959,0.381921858,14934.93555
BC10_2,BC10,BC10-111,164,12.80624847,Deer,Adult,Books,N,Large,Deer,1,6-12mo,No,scrub,-0.212669833,0.628791059,-0.132636445,No,Winter,PrimeAdult,0.482588138,0.464473735,13688.30176
BC10_2,BC10,BC10-117,186,13.6381817,Elk,Adult,Books,N,ExtraLarge,Elk,11,6-12mo,No,scrub,-1.142640217,-0.545027698,-0.132636445,No,Winter,PrimeAdult,0.419078147,0.412018472,11667.2207
BC14_1,BC14,BC14-026,14,3.741657387,Deer,Fawn/calf,Books,N,Medium,Deer,29,None,No,coniferous,-0.866067356,1.113781091,0.337969786,No,Summer,YoungAdult,0.500177543,0.441680352,9750.806641
BC14_1,BC14,BC14-027,42,6.480740698,Elk,Neonate,Books,N,Small,Elk,20,None,No,scrub,0.074598055,-0.034347396,0.337969786,No,Summer,YoungAdult,0.4248769,0.426938303,15543.72559
BC14_1,BC14,BC14-028,160,12.64911064,Elk,Neonate,Books,N,Small,Elk,1,None,No,scrub,-0.776809091,0.291889808,0.337969786,No,Summer,YoungAdult,0.479103399,0.370555234,12098.68262
BC14_1,BC14,BC14-029,42,6.480740698,Elk,Neonate,Books,N,Small,Elk,27,None,No,deciduous,-0.065410994,0.950435002,0.337969786,No,Summer,YoungAdult,0.397712519,0.46494548,7894.702148
BC14_2,BC14,BC14-037,50,7.071067812,Deer,Neonate,Books,N,Small,Deer,14,None,No,scrub,-0.573399059,1.008448168,0.337969786,No,Summer,YoungAdult,0.418988394,0.378489182,14861.37971
BC14_2,BC14,BC14-038,142,11.91637529,Deer,Adult,Books,N,Large,Deer,1,None,No,scrub,1.885858665,-1.779845766,0.337969786,No,Summer,YoungAdult,0.521858901,0.441490248,9206.045898
BC14_2,BC14,BC14-039,48,6.92820323,Elk,Adult,Books,Y,ExtraLarge,Elk,37,None,Likely.Yes,coniferous,-1.378666206,0.466188167,0.337969786,No,Summer,YoungAdult,0.470340487,0.394420979,7998.543945
BC14_3,BC14,BC14-046,12,3.464101615,Elk,Neonate,Books,Y,Small,Elk,1,None,can't tell,scrub,-0.874130255,-0.633619222,0.337969786,No,Summer,YoungAdult,0.483799906,0.432082923,9822.59375
BC14_3,BC14,BC14-048,198,14.07124728,Elk,Neonate,Books,Y,Small,Elk,1,None,Possible,scrub,0.942682906,-0.368436541,0.337969786,No,Summer,YoungAdult,0.388896193,0.360699092,37054.61719
BC14_3,BC14,BC14-051,100,10,Elk,Neonate,Books,N,Small,Elk,1,None,No,scrub,-0.815658675,0.69022918,0.337969786,No,Summer,YoungAdult,0.43542929,0.433918231,20662.96094
BC14_3,BC14,BC14-052,28,5.291502622,Deer,Neonate,Books,N,Small,Deer,37,None,No,coniferous,0.79453386,-0.548642489,0.337969786,No,Fall,YoungAdult,0.463829046,0.322747179,18866.70508
BC14_3,BC14,BC14-053,66,8.124038405,Elk,Neonate,Books,N,Medium,Elk,1,None,No,scrub,0.026047623,0.69698489,0.337969786,No,Fall,YoungAdult,0.408163227,0.326157996,17521.40039
BC14_3,BC14,BC14-054,40,6.32455532,Deer,Neonate,Books,N,Small,Deer,1,None,No,scrub,-1.021330523,0.549718332,0.337969786,No,Fall,YoungAdult,0.465184701,0.401115807,10742.8877
BC14_3,BC14,BC14-056,76,8.717797887,Elk,Neonate,Books,Y,Medium,Elk,9,None,Likely.Yes,scrub,-0.413187577,-0.718495959,0.337969786,No,Fall,YoungAdult,0.49233067,0.309334709,7918.59375
BC14_3,BC14,BC14-057,50,7.071067812,Elk,Neonate,Books,Y,Medium,Elk,53,None,Possible,coniferous,0.364268859,-0.315851514,0.337969786,No,Fall,YoungAdult,0.378556456,0.308459356,20621.3457
BC14_3,BC14,BC14-058,174,13.19090596,Deer,Adult,Books,N,Large,Deer,22,None,No,coniferous,-0.302464809,-0.242317524,0.337969786,No,Fall,YoungAdult,0.443098573,0.349854706,11912.93555
BC14_3,BC14,BC14-062,160,12.64911064,Deer,Adult,Books,N,Large,Deer,35,None,No,coniferous,-0.967172575,0.617284738,0.337969786,No,Fall,YoungAdult,0.399324217,0.300750854,12538.61035
BC14_3,BC14,BC14-063,38,6.164414003,Deer,Neonate,Books,N,Medium,Deer,1,None,No,scrub,-0.950754732,0.49508134,0.337969786,No,Fall,YoungAdult,0.496756908,0.418133057,1935.537842
BC14_3,BC14,BC14-064,114,10.67707825,Deer,Neonate,Books,N,Medium,Deer,12,None,No,scrub,1.49794002,-1.556377961,0.337969786,No,Fall,YoungAdult,0.360238956,0.282778419,27268.21484
BC14_3,BC14,BC14-065,80,8.94427191,Elk,Fawn/calf,Books,N,Large,Elk,1,None,No,scrub,-1.405402102,0.475849416,0.337969786,No,Fall,YoungAdult,0.441259064,0.396558507,9038.619141
BC14_3,BC14,BC14-066,128,11.3137085,Deer,Adult,Books,N,Large,Deer,33,None,No,coniferous,1.144372213,-1.208510384,0.337969786,No,Fall,YoungAdult,0.308665568,0.279541073,16478.14063
BC14_3,BC14,BC14-067,6,2.449489743,Deer,Unknown,Books,N,Medium,Deer,20,None,No,coniferous,-1.429125217,1.615078719,0.337969786,No,Fall,YoungAdult,0.385026355,0.348372205,12147.53027
BC14_3,BC14,BC14-068,32,5.656854249,Deer,Neonate,Books,N,Medium,Deer,20,None,No,coniferous,-1.137756776,-0.078096879,0.337969786,No,Fall,YoungAdult,0.41767433,0.298197465,23442.76367
BC14_3,BC14,BC14-069,98,9.899494937,Deer,Unknown,Books,N,Medium,Deer,1,None,No,scrub,-1.320290282,1.14163286,0.337969786,No,Fall,YoungAdult,0.471440273,0.392139978,8802.94043
BC14_3,BC14,BC14-071,22,4.69041576,Deer,Unknown,Books,N,Medium,Deer,1,None,No,scrub,-0.94056938,1.703861554,0.337969786,No,Fall,YoungAdult,0.413675574,0.362467098,8473.191406
BC14_3,BC14,BC14-072,68,8.246211251,Deer,Adult,Books,N,Large,Deer,1,None,No,scrub,-0.394543911,0.000121503,0.337969786,No,Winter,YoungAdult,0.35183443,0.440905138,6422.085938
BC14_3,BC14,BC14-073,38,6.164414003,Deer,Yearling/Adult,Books,N,Large,Deer,16,None,No,coniferous,0.290988149,-0.045940546,0.337969786,No,Winter,YoungAdult,0.467205185,0.422191406,9217.324219
BC14_3,BC14,BC14-074,96,9.797958971,Deer,Adult,Books,N,Large,Deer,28,None,No,coniferous,-0.309304567,1.872828945,0.337969786,No,Winter,YoungAdult,0.436681604,0.46233129,2534.559082
BC14_3,BC14,BC14-075,38,6.164414003,Deer,Yearling/Adult,Books,N,Large,Deer,22,None,No,coniferous,0.172782616,0.708213717,0.337969786,No,Winter,YoungAdult,0.429188675,0.45119216,10904.39844
BC14_3,BC14,BC14-076,178,13.34166406,Deer,Yearling/Adult,Books,N,Large,Deer,32,None,No,coniferous,-0.672884147,0.367844316,0.337969786,No,Winter,YoungAdult,0.520606106,0.469898634,4524.326172
BC14_3,BC14,BC14-077,70,8.366600265,Deer,Yearling/Adult,Books,N,Large,Deer,17,None,No,scrub,0.87152422,-0.474024353,-0.132636445,No,Winter,YoungAdult,0.376879167,0.419278203,8463.831055
BC14_3,BC14,BC14-078,26,5.099019514,Deer,Unknown,Books,N,Medium,Deer,16,None,No,coniferous,-0.527587451,0.708213717,-0.132636445,No,Winter,YoungAdult,0.341682522,0.372936615,6582.439453
BC14_3,BC14,BC14-079,28,5.291502622,Deer,Yearling,Books,N,Medium,Deer,10,None,No,coniferous,-0.165596583,0.176729314,-0.132636445,No,Winter,YoungAdult,0.332103913,0.366687759,19127.53711
BC14_3,BC14,BC14-080,359.9833333,18.97322675,Elk,Fawn/calf,Books,N,Large,Elk,22,None,No,scrub,-1.516941821,0.669878212,-0.132636445,No,Winter,YoungAdult,0.373904329,0.389993291,21757.12305
BC14_3,BC14,BC14-082,92.98333333,9.642786596,Deer,Yearling/Adult,Books,N,Large,Deer,26,None,No,coniferous,-0.264351848,-0.264451958,-0.132636445,No,Winter,YoungAdult,0.419684712,0.41091763,8099.306641
BC14_3,BC14,BC14-084,98,9.899494937,Deer,Yearling,Books,N,Medium,Deer,10,None,No,coniferous,-0.158554841,-0.195573659,-0.132636445,No,Winter,YoungAdult,0.424269911,0.41428442,18868.11523
BC14_3,BC14,BC14-086,38,6.164414003,Elk,Yearling,Books,N,ExtraLarge,Elk,26,None,No,coniferous,-0.620074526,1.169278639,-0.132636445,No,Winter,YoungAdult,0.291864141,0.386400713,11566.24707
BC14_3,BC14,BC14-088,122,11.04536102,Elk,Fawn/calf,Books,N,Large,Elk,13,None,No,scrub,-0.594069035,-0.648776215,-0.132636445,No,Winter,YoungAdult,0.345928939,0.341796641,24009.29297
BC14_3,BC14,BC14-091,64,8,Elk,Adult,Books,N,ExtraLarge,Elk,6,None,No,scrub,0.597308691,-0.541419264,-0.132636445,No,Winter,YoungAdult,0.327220142,0.402235166,4116.401367
BC14_3,BC14,BC14-094,48,6.92820323,Elk,Fawn/calf,Books,Y,Large,Elk,1,None,Possible,scrub,-1.259824868,-0.192489718,-0.132636445,No,Winter,YoungAdult,0.352353423,0.368995879,9318.500977
BC14_3,BC14,BC14-095,78,8.831760866,Deer,Yearling,Books,N,Medium,Deer,10,None,No,coniferous,1.802238235,-1.897147664,-0.132636445,No,Winter,YoungAdult,0.289780211,0.346096555,20537.46875
BC14_3,BC14,BC14-096.2,26,5.099019514,Elk,Adult,Books,Y,ExtraLarge,Elk,2,None,can't tell,scrub,-0.681048965,0.362841334,-0.132636445,No,Spring,YoungAdult,0.435307174,0.501002698,8044.018066
BC14_3,BC14,BC14-097/099,85,9.219544457,Elk,Fawn/calf,Books,Y,Large,Elk,32,None,Possible,coniferous,0.229152518,-0.527048452,-0.132636445,No,Spring,YoungAdult,0.374325563,0.356920246,15930.08105
BC14_3,BC14,BC14-101,144,12,Elk,Fawn/calf,Books,N,Large,Elk,22,None,No,coniferous,-0.603892981,-0.832417549,-0.132636445,No,Spring,YoungAdult,0.416541954,0.464856089,8694.654297
BC14_3,BC14,BC14-104,144,12,Deer,Unknown,Books,N,Medium,Deer,18,None,No,scrub,-0.552396628,0.064939358,-0.132636445,No,Spring,YoungAdult,0.421657965,0.327196067,12131.91016
BC14_3,BC14,BC14-105,52,7.211102551,Elk,Yearling,Books,N,ExtraLarge,Elk,1,None,No,scrub,-1.058552435,-0.280391779,-0.132636445,No,Spring,YoungAdult,0.407728791,0.353505087,19627.14063
BC14_3,BC14,BC14-106,100,10,Deer,Yearling,Books,N,Large,Deer,37,None,No,coniferous,-0.250937993,0.073277843,-0.132636445,No,Spring,YoungAdult,0.289100142,0.27854308,22335.85352
BC14_3,BC14,BC14-107,68,8.246211251,Elk,Fawn/calf,Books,N,Large,Elk,37,None,No,coniferous,-0.041659483,-0.467054232,-0.132636445,No,Spring,YoungAdult,0.290501274,0.321528558,16206.07617
BC14_3,BC14,BC14-108,144,12,OtherUngulate,Adult,Books,N,Large,OtherUngulate,1,None,No,coniferous,1.295215672,-1.36703028,-0.132636445,No,Summer,YoungAdult,0.483851189,0.389745641,4764.470703
BC14_3,BC14,BC14-110,50,7.071067812,Elk,Adult,Books,N,ExtraLarge,Elk,24,None,No,coniferous,-0.773867552,0.798889633,-0.132636445,No,Summer,YoungAdult,0.416207579,0.331749521,10149.62695
BC14_3,BC14,BC14-112,16,4,Elk,Adult,Books,N,ExtraLarge,Elk,1,None,No,coniferous,-0.345563002,-0.098775546,-0.132636445,No,Summer,YoungAdult,0.385338485,0.283167498,20681.1875
BC14_3,BC14,BC14-113,48,6.92820323,Elk,Adult,Books,N,ExtraLarge,Elk,21,None,No,coniferous,1.226018964,-0.110669161,-0.132636445,No,Summer,YoungAdult,0.485049829,0.371877697,13505.06836
BC14_3,BC14,BC14-115,22,4.69041576,Elk,Fawn/calf,Books,N,Large,Elk,13,None,No,coniferous,-1.074600616,0.833625167,-0.132636445,No,Summer,YoungAdult,0.436090047,0.321876806,4516.272461
BC14_3,BC14,BC14-116,38,6.164414003,Elk,Neonate,Books,N,Small,Elk,15,None,No,coniferous,0.699456543,-0.706697365,-0.132636445,No,Summer,YoungAdult,0.404334603,0.349425913,13076.13867
BC14_3,BC14,BC14-117,4,2,Elk,Neonate,Books,N,Small,Elk,4,None,No,scrub,-0.170714217,-0.128617058,-0.132636445,No,Summer,YoungAdult,0.377727274,0.380509716,19122.01953
BC14_3,BC14,BC14-118,76,8.717797887,Deer,Fawn/calf,Books,N,Medium,Deer,41,None,No,coniferous,0.637828792,-0.477518011,-0.132636445,No,Summer,YoungAdult,0.416579523,0.40096634,20808.47656
BC14_3,BC14,BC14-120,222,14.89966443,Deer,Neonate,Books,N,ExtraSmall,Deer,41,None,No,coniferous,-1.069911574,0.171380901,-0.132636445,No,Summer,YoungAdult,0.403755799,0.411155087,3565.091064
BC14_3,BC14,BC14-124,64,8,Elk,Fawn/calf,Books,N,Large,Elk,1,None,No,coniferous,-0.814836315,1.026898,-0.132636445,No,Summer,YoungAdult,0.482247876,0.375070336,3672.36499
BC14_3,BC14,BC14-126,98,9.899494937,Deer,Neonate,Books,N,Small,Deer,11,None,No,scrub,-1.411137991,-0.338706754,-0.132636445,No,Summer,YoungAdult,0.435975725,0.38818579,8136.671875
BC14_3,BC14,BC14-127,34,5.830951895,Elk,Neonate,Books,N,Small,Elk,14,None,No,coniferous,0.465471937,-0.161865162,-0.132636445,No,Summer,YoungAdult,0.432210747,0.372067024,5387.869141
BC14_3,BC14,BC14-128,147.9833333,12.16484004,Deer,Neonate,Books,N,Small,Deer,27,None,No,coniferous,-0.278135565,-0.232894792,-0.132636445,No,Summer,YoungAdult,0.452075276,0.36029756,15041.58008
BC14_3,BC14,BC14-130,54,7.348469228,Deer,Neonate,Books,N,Small,Deer,1,None,No,coniferous,0.117681605,0.017185489,-0.132636445,No,Summer,YoungAdult,0.462534381,0.373367458,10002.72461
BC14_3,BC14,BC14-131,68,8.246211251,Deer,Adult,Books,N,Large,Deer,36,None,No,coniferous,-0.434302173,-0.368436541,-0.132636445,No,Summer,YoungAdult,0.447240837,0.394415216,7360.047363
BC14_3,BC14,BC14-132,76,8.717797887,Elk,Neonate,Books,N,Small,Elk,1,None,No,coniferous,-0.761408378,0.089877163,-0.132636445,No,Summer,YoungAdult,0.468194517,0.332870051,8911.767578
BC14_3,BC14,BC14-134,28,5.291502622,Elk,Neonate,Books,Y,Small,Elk,52,None,can't tell,coniferous,-0.169653016,0.991968683,-0.132636445,No,Summer,YoungAdult,0.374574848,0.347480317,11172.97852
BC14_3,BC14,BC14-135,116,10.77032961,Deer,Neonate,Books,N,Small,Deer,42,None,No,coniferous,0.394556355,0.234895124,-0.132636445,No,Summer,YoungAdult,0.37864676,0.358125642,12795.15234
BC14_3,BC14,BC14-138,42,6.480740698,Elk,Neonate,Books,N,Small,Elk,23,None,No,scrub,-0.299037368,0.446773653,-0.132636445,No,Summer,YoungAdult,0.38887176,0.38905255,9899.283203
BC14_3,BC14,BC14-139,76,8.717797887,Deer,Neonate,Books,N,Small,Deer,29,None,No,coniferous,0.60600584,-0.463577713,-0.132636445,No,Summer,YoungAdult,0.454361288,0.418826464,16596.05469
BC14_3,BC14,BC14-140,44,6.633249581,Deer,Adult,Books,Y,Large,Deer,38,None,can't tell,coniferous,-0.512200876,-0.198661566,-0.132636445,No,Summer,YoungAdult,0.431539434,0.384364803,18130.09375
BC14_3,BC14,BC14-141,48,6.92820323,Elk,Neonate,Books,N,Small,Elk,13,None,No,scrub,0.050069759,0.468606334,-0.132636445,No,Summer,YoungAdult,0.378721285,0.398727412,10154.13867
BC14_3,BC14,BC14-143,114,10.67707825,Elk,Neonate,Books,N,Medium,Elk,1,None,No,scrub,-0.427427102,1.107785609,-0.132636445,No,Fall,YoungAdult,0.407787978,0.328788329,12915.375
BC14_3,BC14,BC14-144,100,10,Elk,Neonate,Books,Y,Medium,Elk,22,None,can't tell,coniferous,-0.91227929,0.407568228,-0.132636445,No,Fall,YoungAdult,0.455176827,0.286286892,11658.2373
BC14_3,BC14,BC14-146,42,6.480740698,Elk,Neonate,Books,Y,Medium,Elk,43,None,Possible,coniferous,0.883788033,-0.734343706,-0.132636445,No,Fall,YoungAdult,0.365003907,0.338764878,10332.58398
BC14_3,BC14,BC14-147,44,6.633249581,Elk,Neonate,Books,N,Medium,Elk,14,None,No,scrub,-0.526229837,0.422329932,-0.132636445,No,Fall,YoungAdult,0.40831681,0.409797727,10316.13965
BC14_3,BC14,BC14-148,66,8.124038405,Elk,Neonate,Books,Y,Medium,Elk,1,None,Possible,scrub,-1.365335805,-0.405320689,-0.132636445,No,Fall,YoungAdult,0.344681716,0.304408554,31744.2832
BC14_3,BC14,BC14-149,210,14.49137675,Deer,Neonate,Books,Y,Medium,Deer,19,None,Likely.Yes,coniferous,-1.573150236,0.017185489,-0.132636445,No,Fall,YoungAdult,0.398055589,0.350331826,9858.410156
BC14_3,BC14,BC14-152,40,6.32455532,Deer,Yearling/Adult,Books,N,Large,Deer,21,None,No,coniferous,0.217640163,0.367844316,-0.132636445,No,Fall,YoungAdult,0.430366285,0.362279913,11041.78418
BC14_3,BC14,BC14-153,72,8.485281374,Elk,Neonate,Books,N,Medium,Elk,1,None,No,other,-0.68088802,1.115777433,-0.132636445,No,Fall,YoungAdult,0.462086305,0.296928694,3504.333984
BC14_3,BC14,BC14-154,44,6.633249581,Deer,Adult,Books,Y,Large,Deer,1,None,can't tell,scrub,0.227285179,0.130933504,-0.132636445,No,Fall,YoungAdult,0.442301427,0.371162615,6953.459961
BC14_3,BC14,BC14-155,96,9.797958971,Deer,Neonate,Books,N,Medium,Deer,1,None,No,scrub,0.906912376,0.507040773,-0.132636445,No,Fall,YoungAdult,0.440346165,0.395759215,16475.92188
BC14_3,BC14,BC14-156,94,9.695359715,Elk,Unknown,Books,N,Large,Elk,1,None,No,scrub,-0.481769818,-0.128617058,-0.132636445,No,Fall,YoungAdult,0.451541408,0.38909193,9777.729492
BC14_3,BC14,BC14-158,8,2.828427125,Deer,Adult,Books,N,Large,Deer,1,None,No,scrub,-0.972043261,1.531568864,-0.132636445,No,Fall,YoungAdult,0.410187183,0.391574529,6273.378906
BC17_1,BC17,BC17-040,26.01666667,5.100653553,DomesticUngulate,Adult,Books,N,Large,OtherUngulate,1,12mos+,No,scrub,1.74516305,-2.012634582,0.337969786,No,Summer,PrimeAdult,0.268675808,0.318160237,26048.49414
BC17_1,BC17,BC17-041,2,1.414213562,DomesticUngulate,Adult,Books,N,Large,OtherUngulate,1,12mos+,No,scrub,1.551702406,-1.846040098,0.337969786,No,Summer,PrimeAdult,0.294380276,0.33967575,22147.70117
BC17_1,BC17,BC17-042_A,0,0,DomesticUngulate,Adult,Books,N,Large,OtherUngulate,1,12mos+,No,scrub,1.468190416,-1.846040098,0.337969786,No,Summer,PrimeAdult,0.334634447,0.354906932,19249.19531
BC17_1,BC17,BC17-042_B,0,0,DomesticUngulate,Unknown,Books,N,Small,OtherUngulate,10,12mos+,No,coniferous,1.364498871,-1.846040098,0.337969786,No,Summer,PrimeAdult,0.339461183,0.35881169,18227.90234
BC17_1,BC17,BC17-042_C,248,15.74801575,DomesticUngulate,Unknown,Books,N,Small,OtherUngulate,1,12mos+,No,scrub,1.473738947,-1.846040098,0.337969786,No,Summer,PrimeAdult,0.327877161,0.355382432,18734.80273
