CougarInterval,CougarID,ClusterID_unique,PreyGroup,DurationatKill,PreyAgeClass,Site,BearSign,Comb_WeightClass,PreyCategory,CanopyPercent,DemographicStatus,BearDisplacement,CoverType,thi150,Dist2road,DensityofRoads_990,DensityofRoads_5010,BearHarvestDensity,DurationatKill.sqr,MultipleKills,Season,DeerUse_990,ElkUse_990
BC14_3,BC14,BC14-069,Deer,34,Unknown,Books,N,Medium,Deer,1,None,No,scrub,2.229100424,-1.320290282,1.766004353,1.14163286,0.337969786,5.830951895,No,Fall,0.633848398,0.471304875
BC14_3,BC14,BC14-071,Deer,74,Unknown,Books,N,Medium,Deer,1,None,No,scrub,3.515262577,-0.94056938,1.324074625,1.703861554,0.337969786,8.602325267,No,Fall,0.754352881,0.354454436
BC14_3,BC14,BC14-072,Deer,108,Adult,Books,N,Large,Deer,1,None,No,scrub,4.269111682,-0.394543911,-0.763989988,0.000121503,0.337969786,10.39230485,No,Winter,1.037029116,-0.196815057
BC14_3,BC14,BC14-073,Deer,56,Yearling/Adult,Books,N,Large,Deer,16,None,No,coniferous,3.659280032,0.290988149,-0.763989988,-0.045940546,0.337969786,7.483314774,No,Winter,0.712303758,0.798492339
BC14_3,BC14,BC14-074,Deer,54,Adult,Books,N,Large,Deer,28,None,No,coniferous,2.03687662,-0.309304567,-0.017935358,1.872828945,0.337969786,7.348469228,No,Winter,1.55466765,0.752551228
BC14_3,BC14,BC14-075,Deer,98,Yearling/Adult,Books,N,Large,Deer,22,None,No,coniferous,3.810361153,0.172782616,-0.763989988,0.708213717,0.337969786,9.899494937,No,Winter,0.846142766,-0.036921544
BC14_3,BC14,BC14-076,Deer,96,Yearling/Adult,Books,N,Large,Deer,32,None,No,coniferous,2.374883044,-0.672884147,0.818630875,0.367844316,0.337969786,9.797958971,No,Winter,1.272834549,0.341050532
BC14_3,BC14,BC14-077,Deer,104,Yearling/Adult,Books,N,Large,Deer,17,None,No,scrub,2.319110393,0.87152422,-0.763989988,-0.474024353,-0.132636445,10.19803903,No,Winter,0.709959693,-0.456709889
BC14_3,BC14,BC14-078,Deer,88,Unknown,Books,N,Medium,Deer,16,None,No,coniferous,3.06026698,-0.527587451,0.375627283,0.708213717,-0.132636445,9.38083152,No,Winter,0.158646736,-0.407135853
BC14_3,BC14,BC14-079,Deer,132,Yearling,Books,N,Medium,Deer,10,None,No,coniferous,4.41179015,-0.165596583,-0.763989988,0.176729314,-0.132636445,11.48912529,No,Winter,-0.55084232,-1.479028569
BC14_3,BC14,BC14-080,Elk,54,Fawn/calf,Books,N,Large,Elk,22,None,No,scrub,3.632090773,-1.516941821,2.076901402,0.669878212,-0.132636445,7.348469228,No,Winter,0.822808385,0.875679873
BC14_3,BC14,BC14-082,Deer,88,Yearling/Adult,Books,N,Large,Deer,26,None,No,coniferous,3.314194882,-0.264351848,-0.763989988,-0.264451958,-0.132636445,9.38083152,No,Winter,1.049261693,0.4528582
BC14_3,BC14,BC14-084,Deer,72,Yearling,Books,N,Medium,Deer,10,None,No,coniferous,3.893520363,-0.158554841,-0.763989988,-0.195573659,-0.132636445,8.485281374,No,Winter,-0.498349206,-1.039744184
BC14_3,BC14,BC14-086,Elk,246,Yearling,Books,N,ExtraLarge,Elk,26,None,No,coniferous,3.798288769,-0.620074526,0.631750419,1.169278639,-0.132636445,15.68438714,No,Winter,-0.177589918,-1.6156226
BC14_3,BC14,BC14-088,Elk,74,Fawn/calf,Books,N,Large,Elk,13,None,No,scrub,3.992069469,-0.594069035,0.491807081,-0.648776215,-0.132636445,8.602325267,No,Winter,-0.016831923,-0.590625374
BC14_3,BC14,BC14-091,Elk,102,Adult,Books,N,ExtraLarge,Elk,6,None,No,scrub,2.210991144,0.597308691,-0.763989988,-0.541419264,-0.132636445,10.09950494,No,Winter,1.965046735,0.734687058
BC14_3,BC14,BC14-094,Elk,32,Fawn/calf,Books,Y,Large,Elk,1,None,Possible,scrub,2.210991144,-1.259824868,1.186244951,-0.192489718,-0.132636445,5.656854249,No,Winter,0.804477036,0.710292462
BC14_3,BC14,BC14-095,Deer,90,Yearling,Books,N,Medium,Deer,10,None,No,coniferous,3.481232577,1.802238235,-0.763989988,-1.897147664,-0.132636445,9.486832981,No,Winter,-0.288333156,-1.52571623
BC14_3,BC14,BC14-096.2,Elk,16,Adult,Books,Y,ExtraLarge,Elk,2,None,can't tell,scrub,2.233583502,-0.681048965,0.696702926,0.362841334,-0.132636445,4,No,Spring,2.152101414,0.720188171
BC14_3,BC14,BC14-097/099,Elk,120,Fawn/calf,Books,Y,Large,Elk,32,None,Possible,coniferous,4.197201948,0.229152518,-0.763989988,-0.527048452,-0.132636445,10.95445115,No,Spring,0.275948885,-0.263686174
BC14_3,BC14,BC14-101,Elk,72,Fawn/calf,Books,N,Large,Elk,22,None,No,coniferous,4.340548615,-0.603892981,0.931814777,-0.832417549,-0.132636445,8.485281374,No,Spring,1.004913977,-0.502344201
BC14_3,BC14,BC14-104,Deer,46,Unknown,Books,N,Medium,Deer,18,None,No,scrub,3.93347581,-0.552396628,0.375627283,0.064939358,-0.132636445,6.782329983,No,Spring,-0.230603023,-0.119941997
BC14_3,BC14,BC14-105,Elk,62,Yearling,Books,N,ExtraLarge,Elk,1,None,No,scrub,3.639781015,-1.058552435,1.233245306,-0.280391779,-0.132636445,7.874007874,No,Spring,-0.394091588,0.797684756
BC14_3,BC14,BC14-106,Deer,32,Yearling,Books,N,Large,Deer,37,None,No,coniferous,4.063309655,-0.250937993,-0.763989988,0.073277843,-0.132636445,5.656854249,No,Spring,-1.627665373,-1.677574906
BC14_3,BC14,BC14-107,Elk,44,Fawn/calf,Books,N,Large,Elk,37,None,No,coniferous,2.611897381,-0.041659483,-0.763989988,-0.467054232,-0.132636445,6.633249581,No,Spring,-0.504332325,-0.696751752
BC14_3,BC14,BC14-108,OtherUngulate,74,Adult,Books,N,Large,OtherUngulate,1,None,No,coniferous,2.19258874,1.295215672,-0.763989988,-1.36703028,-0.132636445,8.602325267,No,Summer,0.067209919,1.016274049
BC14_3,BC14,BC14-110,Elk,66,Adult,Books,N,ExtraLarge,Elk,24,None,No,coniferous,2.386455352,-0.773867552,0.528214535,0.798889633,-0.132636445,8.124038405,No,Summer,0.127571725,1.849775246
BC14_3,BC14,BC14-112,Elk,30,Adult,Books,N,ExtraLarge,Elk,1,None,No,coniferous,3.543362458,-0.345563002,0.097479694,-0.098775546,-0.132636445,5.477225575,No,Summer,-0.887272042,0.767091108
BC14_3,BC14,BC14-113,Elk,104,Adult,Books,N,ExtraLarge,Elk,21,None,No,coniferous,3.782290193,1.226018964,-0.763989988,-0.110669161,-0.132636445,10.19803903,No,Summer,-0.414151664,0.02478286
BC14_3,BC14,BC14-115,Elk,22,Fawn/calf,Books,N,Large,Elk,13,None,No,coniferous,2.491860766,-1.074600616,1.162314782,0.833625167,-0.132636445,4.69041576,No,Summer,-0.301754113,0.984609021
BC14_3,BC14,BC14-116,Elk,42,Neonate,Books,N,Small,Elk,15,None,No,coniferous,3.064156136,0.699456543,-0.763989988,-0.706697365,-0.132636445,6.480740698,No,Summer,0.007751562,0.243040122
BC14_3,BC14,BC14-117,Elk,58,Neonate,Books,N,Small,Elk,4,None,No,scrub,1.852384091,-0.170714217,-0.763989988,-0.128617058,-0.132636445,7.615773106,No,Summer,0.399316239,-0.471806817
BC14_3,BC14,BC14-118,Deer,76,Fawn/calf,Books,N,Medium,Deer,41,None,No,coniferous,4.379943167,0.637828792,-0.763989988,-0.477518011,-0.132636445,8.717797887,No,Summer,0.084665844,-0.495593635
BC14_3,BC14,BC14-120,Deer,36,Neonate,Books,N,ExtraSmall,Deer,41,None,No,coniferous,2.197278829,-1.069911574,1.411114339,0.171380901,-0.132636445,6,No,Summer,0.35730213,0.22575853
BC14_3,BC14,BC14-124,Elk,28,Fawn/calf,Books,N,Large,Elk,1,None,No,coniferous,2.28574487,-0.814836315,0.985663208,1.026898,-0.132636445,5.291502622,No,Summer,0.981939314,1.959992936
BC14_3,BC14,BC14-126,Deer,24,Neonate,Books,N,Small,Deer,11,None,No,scrub,2.382620288,-1.411137991,1.324074625,-0.338706754,-0.132636445,4.898979486,No,Summer,-0.502643804,0.645604151
BC14_3,BC14,BC14-127,Elk,30,Neonate,Books,N,Small,Elk,14,None,No,coniferous,2.390342855,0.465471937,-0.763989988,-0.161865162,-0.132636445,5.477225575,No,Summer,-0.200656106,0.681388784
BC14_3,BC14,BC14-128,Deer,28,Neonate,Books,N,Small,Deer,27,None,No,coniferous,3.174589177,-0.278135565,-0.763989988,-0.232894792,-0.132636445,5.291502622,No,Summer,0.687686797,1.313864562
BC14_3,BC14,BC14-130,Deer,30,Neonate,Books,N,Small,Deer,1,None,No,coniferous,3.413619902,0.117681605,-0.763989988,0.017185489,-0.132636445,5.477225575,No,Summer,0.934284581,1.571118159
BC14_3,BC14,BC14-131,Deer,110,Adult,Books,N,Large,Deer,36,None,No,coniferous,3.648506222,-0.434302173,0.097479694,-0.368436541,-0.132636445,10.48808848,No,Summer,0.233613599,0.897424399
BC14_3,BC14,BC14-132,Elk,78,Neonate,Books,N,Small,Elk,1,None,No,coniferous,3.3156941,-0.761408378,0.985663208,0.089877163,-0.132636445,8.831760866,No,Summer,0.10312331,2.22304023
BC14_3,BC14,BC14-134,Elk,70,Neonate,Books,Y,Small,Elk,52,None,can't tell,coniferous,3.912023005,-0.169653016,-0.763989988,0.991968683,-0.132636445,8.366600265,No,Summer,-0.2732863,0.191539982
BC14_3,BC14,BC14-135,Deer,20,Neonate,Books,N,Small,Deer,42,None,No,coniferous,3.2255139,0.394556355,-0.763989988,0.234895124,-0.132636445,4.472135955,No,Summer,-0.647926379,0.250680392
BC14_3,BC14,BC14-138,Elk,52,Neonate,Books,N,Small,Elk,23,None,No,scrub,3.064173235,-0.299037368,-0.763989988,0.446773653,-0.132636445,7.211102551,No,Summer,0.670613894,0.387447232
BC14_3,BC14,BC14-139,Deer,30,Neonate,Books,N,Small,Deer,29,None,No,coniferous,3.200365721,0.60600584,-0.763989988,-0.463577713,-0.132636445,5.477225575,No,Summer,1.130611869,0.560993996
BC14_3,BC14,BC14-140,Deer,42,Adult,Books,Y,Large,Deer,38,None,can't tell,coniferous,4.25325163,-0.512200876,1.233245306,-0.198661566,-0.132636445,6.480740698,No,Summer,-0.188026884,0.294203153
BC14_3,BC14,BC14-141,Elk,78,Neonate,Books,N,Small,Elk,13,None,No,scrub,2.906450032,0.050069759,-0.763989988,0.468606334,-0.132636445,8.831760866,No,Summer,0.849905259,0.511946897
BC14_3,BC14,BC14-143,Elk,48,Neonate,Books,N,Medium,Elk,1,None,No,scrub,4.139827552,-0.427427102,0.375627283,1.107785609,-0.132636445,6.92820323,No,Fall,-0.737736168,0.395640279
BC14_3,BC14,BC14-144,Elk,78,Neonate,Books,Y,Medium,Elk,22,None,can't tell,coniferous,2.089824464,-0.91227929,0.491807081,0.407568228,-0.132636445,8.831760866,No,Fall,-0.32943311,1.521133379
BC14_3,BC14,BC14-146,Elk,92,Neonate,Books,Y,Medium,Elk,43,None,Possible,coniferous,2.401683366,0.883788033,-0.763989988,-0.734343706,-0.132636445,9.591663047,No,Fall,-0.230744079,0.002977869
BC14_3,BC14,BC14-147,Elk,78,Neonate,Books,N,Medium,Elk,14,None,No,scrub,3.15167752,-0.526229837,-0.763989988,0.422329932,-0.132636445,8.831760866,No,Fall,0.86504833,0.475433512
BC14_3,BC14,BC14-148,Elk,76,Neonate,Books,Y,Medium,Elk,1,None,Possible,scrub,2.972546856,-1.365335805,1.515244553,-0.405320689,-0.132636445,8.717797887,No,Fall,-0.59988836,-1.213358187
BC14_3,BC14,BC14-149,Deer,28,Neonate,Books,Y,Medium,Deer,19,None,Likely.Yes,coniferous,3.016367505,-1.573150236,2.281765282,0.017185489,-0.132636445,5.291502622,No,Fall,0.425924457,0.696409079
BC14_3,BC14,BC14-152,Deer,56,Yearling/Adult,Books,N,Large,Deer,21,None,No,coniferous,2.405391079,0.217640163,-0.763989988,0.367844316,-0.132636445,7.483314774,No,Fall,-0.588110873,-0.05631517
BC14_3,BC14,BC14-153,Elk,32,Neonate,Books,N,Medium,Elk,1,None,No,other,2.946659477,-0.68088802,0.728119271,1.115777433,-0.132636445,5.656854249,No,Fall,-0.879485267,1.461846461
BC14_3,BC14,BC14-154,Deer,46,Adult,Books,Y,Large,Deer,1,None,can't tell,scrub,2.130281547,0.227285179,-0.763989988,0.130933504,-0.132636445,6.782329983,No,Fall,0.359506568,0.308274928
BC14_3,BC14,BC14-155,Deer,54,Neonate,Books,N,Medium,Deer,1,None,No,scrub,3.026515769,0.906912376,-0.763989988,0.507040773,-0.132636445,7.348469228,No,Fall,-0.216813074,0.551443358
BC14_3,BC14,BC14-156,Elk,120,Unknown,Books,N,Large,Elk,1,None,No,scrub,2.688416993,-0.481769818,-0.763989988,-0.128617058,-0.132636445,10.95445115,No,Fall,0.644961845,1.01534161
BC14_3,BC14,BC14-158,Deer,48,Adult,Books,N,Large,Deer,1,None,No,scrub,2.922260742,-0.972043261,2.141475362,1.531568864,-0.132636445,6.92820323,No,Fall,1.027936726,0.962171441
BC14_3,BC14,BC14-159,Deer,46,Adult,Books,N,Large,Deer,24,None,No,coniferous,3.936710854,1.046059748,-0.763989988,-1.047078943,-0.132636445,6.782329983,No,Fall,-0.48484817,-0.2814899
BC17_1,BC17,BC17-040,DomesticUngulate,48,Adult,Books,N,Large,OtherUngulate,1,12mos+,No,scrub,4.173103769,1.74516305,-0.763989988,-2.012634582,0.337969786,6.92820323,No,Summer,-0.068420809,0.027190736
BC17_1,BC17,BC17-041,DomesticUngulate,69,Adult,Books,N,Large,OtherUngulate,1,12mos+,No,scrub,4.411788669,1.551702406,-0.763989988,-1.846040098,0.337969786,8.306623863,No,Summer,0.028597078,-0.503824664
BC17_1,BC17,BC17-042_A,DomesticUngulate,80,Adult,Books,N,Large,OtherUngulate,1,12mos+,No,scrub,3.486361418,1.468190416,-0.763989988,-1.846040098,0.337969786,8.94427191,No,Summer,-0.085202163,-0.882728208
BC17_1,BC17,BC17-042_B,DomesticUngulate,112,Unknown,Books,N,Small,OtherUngulate,10,12mos+,No,coniferous,4.926347478,1.364498871,-0.763989988,-1.846040098,0.337969786,10.58300524,No,Summer,0.080857031,-0.355239691
BC17_1,BC17,BC17-042_C,DomesticUngulate,18,Unknown,Books,N,Small,OtherUngulate,1,12mos+,No,scrub,4.183956721,1.473738947,-0.763989988,-1.846040098,0.337969786,4.242640687,No,Summer,0.02713739,-0.378849118
BC17_1,BC17,BC17-049,Elk,62,Neonate,Books,N,Small,Elk,22,12mos+,No,coniferous,4.174385392,0.421132457,-0.763989988,-0.815696769,0.337969786,7.874007874,No,Summer,0.127092169,-0.632786281
BC17_1,BC17,BC17-050,Deer,30,Neonate,Books,Y,ExtraSmall,Deer,15,12mos+,can't tell,scrub,4.108822581,0.616553491,-0.763989988,-0.726403045,0.337969786,5.477225575,No,Summer,-0.817191437,-0.995497783
BC17_1,BC17,BC17-051,Deer,84,Adult,Books,Y,Large,Deer,1,12mos+,can't tell,coniferous,3.757314716,0.937435308,-0.763989988,-1.171633487,0.337969786,9.16515139,No,Summer,0.594482784,-0.32276462
BC17_1,BC17,BC17-052,Elk,72,Neonate,Books,N,Small,Elk,26,12mos+,No,coniferous,4.257384189,1.649000545,-0.763989988,-2.596420425,0.337969786,8.485281374,No,Summer,-1.500913298,-0.345528
BC19_1,BC19,BC19-014,Deer,422,Adult,Books,N,Large,Deer,16,Pregnant,No,scrub,4.062604264,0.841435318,-0.763989988,0.067721753,0.337969786,20.54263858,No,Spring,-1.281843992,-1.59864898
BC19_1,BC19,BC19-015,Deer,126,Adult,Books,Y,Large,Deer,27,Pregnant,Unlikely,coniferous,2.100130581,1.327946107,-0.763989988,-1.056672481,0.337969786,11.22497216,No,Summer,0.440231495,0.275134228
BC19_1,BC19,BC19-017,Elk,92,Neonate,Books,N,Small,Elk,28,Pregnant,No,coniferous,2.19254786,0.819662689,-0.763989988,-0.702780836,0.337969786,9.591663047,No,Summer,0.562293739,0.037855824
BC19_1,BC19,BC19-018,Deer,102,Adult,Books,N,Large,Deer,19,Pregnant,No,coniferous,3.075801273,0.09937484,-0.763989988,-0.25494015,0.337969786,10.09950494,No,Summer,0.89130591,0.376230332
BC19_1,BC19,BC19-019,Deer,20,Neonate,Books,N,ExtraSmall,Deer,32,Pregnant,No,coniferous,2.268666704,2.038356128,-0.763989988,-2.596420425,0.337969786,4.472135955,No,Summer,0.711732728,0.571573333
BC19_1,BC19,BC19-020,Deer,96,Adult,Books,Y,Large,Deer,32,Pregnant,can't tell,coniferous,3.385804451,1.936995095,-0.763989988,-2.231237136,0.337969786,9.797958971,No,Summer,-0.22004894,0.690385018
BC19_1,BC19,BC19-021_A,Deer,50,Adult,Books,N,Large,Deer,1,Pregnant,No,scrub,2.140066163,0.235170404,-0.763989988,-0.766450884,0.337969786,7.071067812,No,Summer,0.570705436,-0.068519477
BC19_1,BC19,BC19-021_B,Deer,46,Neonate,Books,N,ExtraSmall,Deer,42,Pregnant,No,coniferous,2.310900037,0.643186711,-0.763989988,-0.432540376,0.337969786,6.782329983,No,Summer,0.529548066,0.316090705
BC19_1,BC19,BC19-022,Deer,94,Adult,Books,N,Large,Deer,22,Pregnant,No,coniferous,2.302511848,0.810671359,-0.763989988,-0.87063153,0.337969786,9.695359715,No,Summer,-0.217836442,0.155183245
BC19_1,BC19,BC19-028,Deer,102,Yearling,Books,N,Medium,Deer,20,0-5mo,No,coniferous,3.096675087,-0.42670369,0.041841112,0.5567751,0.337969786,10.09950494,No,Summer,0.852980725,0.482754877
BC19_1,BC19,BC19-031,Deer,110,Adult,Books,N,Large,Deer,20,0-5mo,No,coniferous,2.135142527,0.523682682,-0.763989988,-0.811541049,0.337969786,10.48808848,No,Summer,0.04983379,0.583559693
BC19_1,BC19,BC19-033,Deer,36,Neonate,Books,N,Small,Deer,30,0-5mo,No,coniferous,1.903411189,1.414538365,-0.763989988,-0.94522471,0.337969786,6,No,Summer,-0.724729724,-0.336509511
BC19_1,BC19,BC19-035,Deer,54,Neonate,Books,N,Small,Deer,40,0-5mo,No,coniferous,4.058289731,0.66365643,-0.763989988,-0.312605151,0.337969786,7.348469228,No,Summer,0.299608634,1.030248371
BC19_1,BC19,BC19-038,Deer,66,Neonate,Books,N,Small,Deer,26,0-5mo,No,coniferous,3.567198604,1.223648142,-0.763989988,-1.653521226,0.337969786,8.124038405,No,Summer,-0.264505595,-1.12243969
BC19_1,BC19,BC19-041.1,Elk,48,Neonate,Books,N,Small,Elk,1,0-5mo,No,scrub,4.27377294,-0.201397325,-0.763989988,0.667609161,0.337969786,6.92820323,No,Summer,0.028943511,0.372509039
BC19_1,BC19,BC19-041.3,Deer,14,Neonate,Books,N,Small,Deer,41,0-5mo,No,coniferous,3.952050935,0.233919173,-0.763989988,-0.519900341,0.337969786,3.741657387,No,Summer,-0.461041521,-0.618237891
BC19_1,BC19,BC19-043,Deer,84,Neonate,Books,N,Small,Deer,20,0-5mo,No,coniferous,4.040851585,1.034334276,-0.763989988,-0.69497198,0.337969786,9.16515139,No,Summer,-0.515160533,-1.243895554
BC19_1,BC19,BC19-045A,Elk,2,Neonate,Books,N,Small,Elk,16,0-5mo,No,coniferous,2.754186176,0.017672465,-0.763989988,0.726100906,0.337969786,1.414213562,No,Summer,0.540869797,0.832540041
BC19_1,BC19,BC19-045B,Elk,7.05,Neonate,Books,N,Small,Elk,15,0-5mo,No,coniferous,2.668373655,0.690569854,-0.763989988,0.499870657,0.337969786,2.655183609,No,Summer,0.075841542,0.218586286
BC19_1,BC19,BC19-047,Deer,80,Neonate,Books,N,Small,Deer,1,0-5mo,No,scrub,3.829548551,-0.40837602,-0.763989988,-0.702780836,0.337969786,8.94427191,No,Summer,-0.980014794,-0.912311341
BC19_1,BC19,BC19-052,Elk,136,Neonate,Books,N,Medium,Elk,43,0-5mo,No,coniferous,3.122749883,0.752327747,-0.763989988,-1.403736796,0.337969786,11.66190379,No,Fall,-1.181259044,1.398115767
BC19_1,BC19,BC19-055,Deer,160,Adult,Books,N,Large,Deer,38,0-5mo,No,coniferous,3.504054767,2.259183522,-0.763989988,-2.596420425,0.337969786,12.64911064,No,Fall,-0.151261444,0.477005951
BC19_1,BC19,BC19-057,Elk,102,Neonate,Books,N,Medium,Elk,35,0-5mo,No,coniferous,4.469257333,-0.751578608,1.233245306,-0.27719505,0.337969786,10.09950494,No,Fall,-1.45382563,-1.069597806
BC19_1,BC19,BC19-058,Deer,22,Neonate,Books,N,Small,Deer,1,0-5mo,No,scrub,3.882426727,-1.023028417,1.03790313,-0.405320689,0.337969786,4.69041576,No,Fall,-0.258842595,0.358700738
BC19_1,BC19,BC19-060_A,Deer,68,Adult,Books,Y,Large,Deer,42,0-5mo,Unlikely,coniferous,2.602725854,0.104288278,-0.763989988,-1.047078943,0.337969786,8.246211251,No,Fall,-0.729954031,0.199082754
BC19_1,BC19,BC19-060_B,Deer,40,Neonate,Books,N,Medium,Deer,28,0-5mo,No,coniferous,3.306575442,0.10280806,-0.763989988,-1.100604629,0.337969786,6.32455532,No,Fall,-1.43830191,-0.030720853
BC19_1,BC19,BC19-062_a,Deer,126,Adult,Books,N,Large,Deer,40,0-5mo,No,coniferous,2.73547029,2.375440776,-0.763989988,-2.596420425,0.337969786,11.22497216,Yes,Fall,-0.380858277,0.327088074
BC19_1,BC19,BC19-063_B,Deer,80,Neonate,Books,N,Medium,Deer,18,0-5mo,No,coniferous,3.700270626,2.709799025,-0.763989988,-2.596420425,0.337969786,8.94427191,No,Fall,0.498950136,0.631541984
BC19_1,BC19,BC19-063_A,Deer,68,Adult,Books,N,Large,Deer,37,0-5mo,No,coniferous,4.719984409,2.631322417,-0.763989988,-2.596420425,0.337969786,8.246211251,No,Fall,0.183926507,0.685609422
BC19_1,BC19,BC19-064,Elk,80,Neonate,Books,N,Medium,Elk,25,0-5mo,No,coniferous,2.079380505,-0.991718626,1.27916476,0.882950017,0.337969786,8.94427191,No,Fall,-0.046212675,0.03222715
BC19_1,BC19,BC19-067,Elk,168,Fawn/calf,Books,Y,Large,Elk,17,0-5mo,can't tell,coniferous,3.911187696,1.819663654,-0.763989988,-1.855979349,0.337969786,12.9614814,No,Fall,0.450240295,0.166478338
BC19_1,BC19,BC19-068,Elk,72,Neonate,Books,Y,Medium,Elk,33,0-5mo,can't tell,coniferous,2.818427409,-0.217888453,-0.763989988,-0.267631194,0.337969786,8.485281374,No,Fall,-2.205038423,0.703793597
BC19_1,BC19,BC19-069,Elk,90,Fawn/calf,Books,N,Large,Elk,1,0-5mo,No,scrub,3.833163679,-0.003531152,-0.763989988,0.125495106,0.337969786,9.486832981,No,Fall,1.22530823,0.577102754
BC19_1,BC19,BC19-073,Mesocarnivore,34,Unknown,Books,N,Small,Other,16,0-5mo,No,scrub,3.429946795,-0.918915543,1.113539656,-0.892231741,0.337969786,5.830951895,No,Fall,-0.465536168,-0.668304943
BC19_1,BC19,BC19-074,Deer,26,Unknown,Books,N,Medium,Deer,35,0-5mo,No,coniferous,2.351375257,1.215746611,-0.763989988,-1.886631694,0.337969786,5.099019514,No,Fall,-0.213531708,0.017551098
BC19_1,BC19,BC19-075,Deer,100,Adult,Books,N,Large,Deer,1,0-5mo,No,scrub,2.014935572,-0.29867411,-0.763989988,-0.264451958,0.337969786,10,No,Fall,-0.361429244,0.25558799
BC19_1,BC19,BC19-077,Deer,62,Fawn/calf,Books,N,Medium,Deer,10,0-5mo,No,coniferous,2.412940438,1.848087416,-0.763989988,-1.975728186,0.337969786,7.874007874,No,Fall,0.259060366,-0.229877183
BC19_1,BC19,BC19-078,Deer,50,Yearling/Adult,Books,N,Large,Deer,25,0-5mo,No,coniferous,3.223853649,-1.533606077,1.672614228,-0.391836871,0.337969786,7.071067812,No,Winter,-0.233961132,-0.900957961
BC19_1,BC19,BC19-079,Deer,26,Unknown,Books,N,Medium,Deer,22,0-5mo,No,coniferous,2.036892542,-0.21813362,-0.763989988,-0.807394982,0.337969786,5.099019514,No,Winter,0.331046815,0.053353028
BC19_1,BC19,BC19-080,Elk,106,Fawn/calf,Books,N,Large,Elk,17,0-5mo,No,coniferous,3.648493512,-0.821582346,1.595241899,0.424783203,0.337969786,10.29563014,No,Winter,0.609129101,0.303055052
BC19_1,BC19,BC19-082,Deer,78,Adult,Books,N,Large,Deer,27,0-5mo,No,coniferous,1.981001469,1.154356416,-0.763989988,-1.770822568,0.337969786,8.831760866,No,Winter,0.985603326,-1.112637013
BC19_1,BC19,BC19-083,Deer,134,Adult,Books,N,Large,Deer,3,0-5mo,No,scrub,1.986776786,-1.020997967,1.256335499,0.998157343,0.337969786,11.5758369,No,Winter,0.415125247,1.329891323
BC19_1,BC19,BC19-086,Deer,94,Adult,Books,N,Large,Deer,15,0-5mo,No,coniferous,3.496511261,2.368166371,-0.763989988,-2.596420425,0.337969786,9.695359715,No,Winter,0.713425966,-0.324828841
BC19_1,BC19,BC19-087,Elk,132,Fawn/calf,Books,N,Large,Elk,1,0-5mo,No,scrub,4.197829541,0.092566467,-0.763989988,-0.412093811,-0.132636445,11.48912529,No,Winter,-0.289454586,-1.046709907
BC19_1,BC19,BC19-089,Elk,280,Adult,Books,N,ExtraLarge,Elk,29,6-12mo,No,coniferous,2.025942125,1.29712903,-0.763989988,-0.283592925,-0.132636445,16.73320053,No,Winter,0.539115836,-0.299138174
BC19_1,BC19,BC19-090,Elk,162,Fawn/calf,Books,N,Large,Elk,19,6-12mo,No,scrub,4.680202239,0.201099168,-0.763989988,-0.412093811,-0.132636445,12.72792206,No,Winter,-2.174834812,-1.762088858
BC19_1,BC19,BC19-091,Elk,250,Fawn/calf,Books,N,Large,Elk,1,6-12mo,No,scrub,2.19254786,-1.546400411,2.076901402,0.133648641,-0.132636445,15.8113883,No,Winter,0.918264989,1.222003286
BC19_1,BC19,BC19-098,OtherUngulate,62,Unknown,Books,N,ExtraLarge,OtherUngulate,9,6-12mo,No,scrub,2.727329305,3.027337917,-0.763989988,-2.596420425,-0.132636445,7.874007874,No,Winter,0.712917605,0.553239175
BC19_1,BC19,BC19-099,Elk,226,Adult,Books,N,ExtraLarge,Elk,6,6-12mo,No,scrub,3.39981296,-1.623149229,1.233245306,0.537921744,-0.132636445,15.03329638,No,Winter,0.687625295,0.055053957
BC19_1,BC19,BC19-101,Elk,101,Adult,Books,N,ExtraLarge,Elk,36,6-12mo,No,coniferous,4.048882898,-1.068052882,1.411114339,0.818471847,-0.132636445,10.04987562,Yes,Winter,0.730929769,-0.722391871
BC19_1,BC19,BC19-102,Elk,180,Adult,Books,N,ExtraLarge,Elk,1,6-12mo,No,scrub,2.1102132,-0.137902714,-0.763989988,0.070501245,-0.132636445,13.41640786,No,Winter,1.277127589,1.241283969
BC19_1,BC19,BC19-104,UnknownUng,64,Unknown,Books,N,Large,OtherUngulate,1,6-12mo,No,scrub,2.593369039,-0.325172757,0.149736593,-0.137640135,-0.132636445,8,No,Spring,1.884343775,1.177371723
BC19_1,BC19,BC19-106,Elk,116,Adult,Books,N,ExtraLarge,Elk,9,6-12mo,No,coniferous,2.00383944,-0.976103323,1.346171162,1.045254361,-0.132636445,10.77032961,No,Spring,0.488206199,0.678444258
BC19_1,BC19,BC19-107,Deer,52,Adult,Books,N,Large,Deer,25,6-12mo,No,coniferous,1.681713151,1.283026272,-0.763989988,-1.886631694,-0.132636445,7.211102551,No,Spring,-0.2125102,-0.038194534
BC19_1,BC19,BC19-108,Deer,72,Adult,Books,N,Large,Deer,30,6-12mo,No,coniferous,1.915636457,-0.784147115,1.346171162,0.000121503,-0.132636445,8.485281374,No,Spring,-1.363638338,-0.56480785
