ClusterBout,CougID,ClusID,StudySite,BearBeforeBout,AvianBeforeBout,AnyScavenger,MammalScavenger,NonBearMamnmalScavenger,CarcassAge,CachingTime,FeedingTime,RestingTime,VigilantTime,UnknownTime,OtherTime,SumTime,KillorShared,PreySpecies,Non.focalAdultCougarPresent,Habitat,Year,BearSeason,KitteninBout,BearHarvestDensity,CanopyCover.scale,DemographicStatus,PropVig,PropCache,PropFeed,PropRelax,DistancetoRoad,DensityofRoads_510,DensityofRoads_990,DensityofRoads_2490,thi210
WM01-219_Bout4,WM01,WM01-219,Manti,N,N,N,N,N,72.9,28.993,1149.591,31.318,25.666,0,0,1235.568,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,2.155171748,Nursing,0.020772633,0.023465321,0.930414999,0.025347047,1.520901515,-0.468364321,-0.682142472,-1.18794615,1.206330432
WM01-219_Bout5,WM01,WM01-219,Manti,N,N,N,N,N,76.6,0,131.335,0,0,0,11.298,142.633,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,2.155171748,Nursing,0,0,0.920789719,0,1.520901515,-0.468364321,-0.682142472,-1.18794615,1.206330432
WM01-219_Bout6,WM01,WM01-219,Manti,N,N,N,N,N,78.3,12.018,33.756,0,0,0,0,45.774,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,2.155171748,Nursing,0,0.262550793,0.737449207,0,1.520901515,-0.468364321,-0.682142472,-1.18794615,1.206330432
WM01-225_Bout1,WM01,WM01-225,Manti,N,N,N,N,N,32.4,0,87.873,0,25.721,0,9.123,122.717,kill,Deer,N,deciduous,2020,Y,N,1.443918543,1.203289081,Nursing,0.209596062,0,0.716062159,0,1.460947826,-0.468364321,-0.682142472,-1.18794615,0.719283449
WM01-225_Bout2,WM01,WM01-225,Manti,N,N,N,N,N,35.6,0,33.436,0,0,0,10.516,43.952,kill,Deer,N,deciduous,2020,Y,N,1.443918543,1.203289081,Nursing,0,0,0.760738988,0,1.460947826,-0.468364321,-0.682142472,-1.18794615,0.719283449
WM01-225_Bout3,WM01,WM01-225,Manti,N,N,N,N,N,42.5,0,183.606,0,0,0,0,183.606,kill,Deer,N,deciduous,2020,Y,N,1.443918543,1.203289081,Nursing,0,0,1,0,1.460947826,-0.468364321,-0.682142472,-1.18794615,0.719283449
WM01-241_Bout1,WM01,WM01-241,Manti,N,N,N,N,N,88.4,30.652,0,0,0,0,0,30.652,kill,Elk,Y,mixed conifer/deciduous,2020,N,N,1.443918543,0.08342712,WeanedKits,0,1,0,0,-1.166615633,1.662134298,1.277628287,0.329716796,1.806319146
WM01-241_Bout2,WM01,WM01-241,Manti,N,N,N,N,N,98.3,40.005,98.741,0,0,0,11.846,150.592,kill,Elk,Y,mixed conifer/deciduous,2020,N,N,1.443918543,0.08342712,WeanedKits,0,0.265651562,0.655685561,0,-1.166615633,1.662134298,1.277628287,0.329716796,1.806319146
WM01-241_Bout4,WM01,WM01-241,Manti,N,N,N,N,N,169.1,0,632.7,207.094,218.892,252.556,7.248,1318.49,kill,Elk,Y,mixed conifer/deciduous,2020,N,N,1.443918543,0.08342712,WeanedKits,0.166017186,0,0.479867121,0.157069071,-1.166615633,1.662134298,1.277628287,0.329716796,1.806319146
WM01-241_Bout5,WM01,WM01-241,Manti,N,N,N,N,N,184.6,0,691.706,151.621,179.077,4.945,20.421,1047.77,kill,Elk,Y,mixed conifer/deciduous,2020,N,N,1.443918543,0.08342712,WeanedKits,0.170912509,0,0.660169694,0.144708285,-1.166615633,1.662134298,1.277628287,0.329716796,1.806319146
WM01-308_Bout1,WM01,WM01-308,Manti,N,N,N,N,N,87,0,531.394,0,29.893,0,17.481,578.768,kill,Deer,N,mixed conifer/deciduous,2021,Y,Y,1.184613773,1.539247669,WeanedKits,0.051649366,0,0.918146822,0,-1.249669327,2.107282916,2.071568357,2.264837425,0.445640383
WM01-366_Bout1,WM01,WM01-366,Manti,N,N,N,N,N,76.6,0,514.477,9.099,76.576,0,47.388,647.54,kill,Deer,N,deciduous,2021,Y,N,1.184613773,0.811337395,Part.Dependent,0.118256787,0,0.794509992,0.014051642,-1.727951597,2.239452166,1.514558842,0.943396398,0.728118969
WM01-383_Bout1,WM01,WM01-383,Manti,N,N,N,N,N,41.9,0,495.544,0,6.923,0,0,502.467,kill,Deer,N,mixed conifer/deciduous,2021,N,Y,1.184613773,1.035309787,Part.Dependent,0.013778019,0,0.986221981,0,-0.875351674,-0.468364321,0.205458897,-0.241517022,-0.099126785
WM01-383_Bout3,WM01,WM01-383,Manti,N,N,N,N,N,47.3,0,258.3,0,11.744,5.747,0,275.791,kill,Deer,N,mixed conifer/deciduous,2021,N,Y,1.184613773,1.035309787,Part.Dependent,0.04258297,0,0.936578786,0,-0.875351674,-0.468364321,0.205458897,-0.241517022,-0.099126785
WM01-383_Bout5,WM01,WM01-383,Manti,N,N,N,N,N,53.2,0,77.359,0,0,0,0,77.359,kill,Deer,N,mixed conifer/deciduous,2021,N,Y,1.184613773,1.035309787,Part.Dependent,0,0,1,0,-0.875351674,-0.468364321,0.205458897,-0.241517022,-0.099126785
WM01-383_Bout6,WM01,WM01-383,Manti,N,N,N,N,N,64.7,0,330.473,0,22.444,0,0,352.917,kill,Deer,N,mixed conifer/deciduous,2021,N,Y,1.184613773,1.035309787,Part.Dependent,0.06359569,0,0.93640431,0,-0.875351674,-0.468364321,0.205458897,-0.241517022,-0.099126785
WM10-024_Bout1,WM10,WM10-024,Manti,N,N,N,N,N,118.2,0,247.81,14.298,61.576,0,20.251,343.935,kill,Deer,N,Sagebrush/scrub,2020,N,N,1.443918543,-0.700476253,WeanedKits,0.179033829,0,0.720514051,0.041571809,-0.904096528,-0.468364321,1.53686095,2.34422213,0.064836458
WM10-024_Bout3,WM10,WM10-024,Manti,N,N,N,N,N,121.8,0,277.621,0,132.712,0,66.467,476.8,kill,Deer,N,Sagebrush/scrub,2020,N,Y,1.443918543,-0.700476253,WeanedKits,0.278338926,0,0.582258809,0,-0.904096528,-0.468364321,1.53686095,2.34422213,0.064836458
WM10-024_Bout4,WM10,WM10-024,Manti,N,N,N,N,N,147,0,51.474,0,2.543,0,0,54.017,kill,Deer,N,Sagebrush/scrub,2020,N,Y,1.443918543,-0.700476253,WeanedKits,0.047077772,0,0.952922228,0,-0.904096528,-0.468364321,1.53686095,2.34422213,0.064836458
WM10-059_Bout1,WM10,WM10-059,Manti,N,N,N,N,N,94.4,0,53.1,0,5.593,13.202,17.092,88.987,kill,Deer,N,Sagebrush/scrub,2020,Y,Y,1.443918543,-1.65235892,WeanedKits,0.062851877,0,0.596716374,0,-1.933916571,2.239452166,3.044197938,2.529553669,-1.851960046
WM10-059_Bout2,WM10,WM10-059,Manti,N,N,N,N,N,97,0,23.24,0,8.751,0,9.3,41.291,kill,Deer,N,Sagebrush/scrub,2020,Y,Y,1.443918543,-1.65235892,WeanedKits,0.211934804,0,0.562834516,0,-1.933916571,2.239452166,3.044197938,2.529553669,-1.851960046
WM10-059_Bout3,WM10,WM10-059,Manti,N,N,N,N,N,100.7,0,178.748,0,29.131,0,15.981,223.86,kill,Deer,N,Sagebrush/scrub,2020,Y,Y,1.443918543,-1.65235892,WeanedKits,0.130130439,0,0.798481194,0,-1.933916571,2.239452166,3.044197938,2.529553669,-1.851960046
WM10-059_Bout4,WM10,WM10-059,Manti,N,N,N,N,N,117,0,202.916,0,3.552,0,30.896,237.364,kill,Deer,N,Sagebrush/scrub,2020,Y,Y,1.443918543,-1.65235892,WeanedKits,0.014964359,0,0.854872685,0,-1.933916571,2.239452166,3.044197938,2.529553669,-1.851960046
WM10-059_Bout5,WM10,WM10-059,Manti,N,N,N,N,N,120.5,0,203.653,0,56.304,0,2.922,262.879,kill,Deer,N,Sagebrush/scrub,2020,Y,Y,1.443918543,-1.65235892,WeanedKits,0.21418219,0,0.77470243,0,-1.933916571,2.239452166,3.044197938,2.529553669,-1.851960046
WM10-059_Bout6,WM10,WM10-059,Manti,N,N,N,N,N,123.4,0,64.341,0,16.517,0,5.725,86.583,kill,Deer,N,Sagebrush/scrub,2020,Y,Y,1.443918543,-1.65235892,WeanedKits,0.190764931,0,0.743113544,0,-1.933916571,2.239452166,3.044197938,2.529553669,-1.851960046
WM10-059_Bout7,WM10,WM10-059,Manti,N,N,N,N,N,125.1,0,194.559,0,24.939,0,0,219.498,kill,Deer,N,Sagebrush/scrub,2020,Y,Y,1.443918543,-1.65235892,WeanedKits,0.113618347,0,0.886381653,0,-1.933916571,2.239452166,3.044197938,2.529553669,-1.851960046
WM10-059_Bout8,WM10,WM10-059,Manti,N,N,N,N,N,140.9,0,72.299,0,40.623,0,5.05,117.972,kill,Deer,N,Sagebrush/scrub,2020,Y,N,1.443918543,-1.65235892,WeanedKits,0.344344421,0,0.612848812,0,-1.933916571,2.239452166,3.044197938,2.529553669,-1.851960046
WM10-067_Bout1,WM10,WM10-067,Manti,N,N,N,N,N,68.6,0,80.075,8.993,25.022,0,16.76,130.85,kill,Deer,N,deciduous,2020,Y,Y,1.443918543,0.419385708,WeanedKits,0.191226595,0,0.61196026,0.068727551,-0.578451793,-0.468364321,-0.682142472,0.464275992,0.530517535
WM10-067_Bout2,WM10,WM10-067,Manti,N,N,N,N,N,72.8,0,114.576,0,1.045,0,10.621,126.242,kill,Deer,N,deciduous,2020,Y,Y,1.443918543,0.419385708,WeanedKits,0.008277752,0,0.907590184,0,-0.578451793,-0.468364321,-0.682142472,0.464275992,0.530517535
WM10-067_Bout3,WM10,WM10-067,Manti,N,N,N,N,N,75.9,0,86.625,26.888,3.903,0,11.044,128.46,kill,Deer,N,deciduous,2020,Y,Y,1.443918543,0.419385708,WeanedKits,0.030382999,0,0.674334423,0.209310291,-0.578451793,-0.468364321,-0.682142472,0.464275992,0.530517535
WM10-067_Bout4,WM10,WM10-067,Manti,N,N,N,N,N,91.9,0,52.507,29.795,13.539,0,20.406,116.247,kill,Deer,N,deciduous,2020,Y,Y,1.443918543,0.419385708,WeanedKits,0.116467522,0,0.451684775,0.25630769,-0.578451793,-0.468364321,-0.682142472,0.464275992,0.530517535
WM10-067_Bout5,WM10,WM10-067,Manti,N,N,N,N,N,96.9,0,32.138,0,8.597,0,0,40.735,kill,Deer,N,deciduous,2020,Y,Y,1.443918543,0.419385708,WeanedKits,0.211047011,0,0.788952989,0,-0.578451793,-0.468364321,-0.682142472,0.464275992,0.530517535
WM10-067_Bout6,WM10,WM10-067,Manti,N,N,N,N,N,112.2,0,121.066,0,44.539,0,14.2,179.805,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.419385708,WeanedKits,0.247707238,0,0.673318317,0,-0.578451793,-0.468364321,-0.682142472,0.464275992,0.530517535
WM10-067_Bout7,WM10,WM10-067,Manti,N,N,N,N,N,115.7,0,99.341,0,2.149,0,8.501,109.991,kill,Deer,N,deciduous,2020,Y,Y,1.443918543,0.419385708,WeanedKits,0.019537962,0,0.903173896,0,-0.578451793,-0.468364321,-0.682142472,0.464275992,0.530517535
WM10-077_Bout1,WM10,WM10-077,Manti,N,N,N,N,N,36.5,0,84.232,0,4.304,11.571,12.574,112.681,kill,Deer,N,mixed conifer/deciduous,2020,Y,Y,1.443918543,1.707226963,WeanedKits,0.038196324,0,0.747526202,0,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-077_Bout10,WM10,WM10-077,Manti,N,N,N,N,N,85.6,0,29.049,0,14.666,2.297,13.824,59.836,kill,Deer,N,mixed conifer/deciduous,2020,Y,Y,1.443918543,1.707226963,WeanedKits,0.245103282,0,0.48547697,0,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-077_Bout13,WM10,WM10-077,Manti,N,N,N,N,N,100.1,21.354,175.878,0,8.673,0,3.999,209.904,kill,Deer,N,mixed conifer/deciduous,2020,Y,Y,1.443918543,1.707226963,WeanedKits,0.041318889,0.10173222,0.837897324,0,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-077_Bout2,WM10,WM10-077,Manti,N,N,N,N,N,47.9,11.992,0,0,2.899,0,14.526,29.417,kill,Deer,N,mixed conifer/deciduous,2020,Y,Y,1.443918543,1.707226963,WeanedKits,0.098548458,0.407655437,0,0,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-077_Bout4,WM10,WM10-077,Manti,N,N,N,N,N,56.8,0,64.642,0,0,0,8.926,73.568,kill,Deer,N,mixed conifer/deciduous,2020,Y,Y,1.443918543,1.707226963,WeanedKits,0,0,0.878670074,0,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-077_Bout5,WM10,WM10-077,Manti,N,N,N,N,N,59.5,0,116.841,0,8.872,12.48,12.023,150.216,kill,Deer,N,mixed conifer/deciduous,2020,Y,Y,1.443918543,1.707226963,WeanedKits,0.059061618,0,0.777819939,0,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-077_Bout6,WM10,WM10-077,Manti,N,N,N,N,N,60.7,0,321.963,0,38.958,0,0,360.921,kill,Deer,N,mixed conifer/deciduous,2020,Y,Y,1.443918543,1.707226963,WeanedKits,0.107940519,0,0.892059481,0,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-077_Bout7,WM10,WM10-077,Manti,N,N,N,N,N,70.9,0,125.624,8.447,25.855,0,9.428,169.354,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,1.707226963,WeanedKits,0.152668375,0,0.741783483,0.049877771,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-077_Bout8,WM10,WM10-077,Manti,N,N,N,N,N,73.3,0,78.973,0,51.074,0,1.821,131.868,kill,Deer,N,mixed conifer/deciduous,2020,Y,Y,1.443918543,1.707226963,WeanedKits,0.387311554,0,0.598879182,0,-0.70038539,-0.468364321,0.35866239,0.89788206,-1.67046119
WM10-102_Bout1,WM10,WM10-102,Manti,N,N,N,N,N,54.7,0,37.221,0,12.101,0,11.672,60.994,kill,Deer,N,pinyon/juniper,2020,Y,Y,1.443918543,0.475378806,WeanedKits,0.198396564,0,0.610240352,0,0.640007061,-0.468364321,-0.682142472,-1.18794615,0.378339896
WM10-102_Bout2,WM10,WM10-102,Manti,N,N,N,N,N,59.7,0,0,0,10.003,0,10.597,20.6,kill,Deer,N,pinyon/juniper,2020,Y,Y,1.443918543,0.475378806,WeanedKits,0.485582524,0,0,0,0.640007061,-0.468364321,-0.682142472,-1.18794615,0.378339896
WM10-115_Bout1,WM10,WM10-115,Manti,N,N,N,N,N,40.2,0,139.184,0,15.523,0,4.846,159.553,kill,Deer,N,coniferous,2020,Y,Y,1.443918543,-0.028559076,WeanedKits,0.097290555,0,0.872337092,0,0.381747966,-0.468364321,-0.682142472,-1.041908965,-0.60989724
WM10-115_Bout2,WM10,WM10-115,Manti,N,N,N,N,N,43.1,0,46.274,0,7.657,0,7.245,61.176,kill,Deer,N,coniferous,2020,Y,Y,1.443918543,-0.028559076,WeanedKits,0.125163463,0,0.756407742,0,0.381747966,-0.468364321,-0.682142472,-1.041908965,-0.60989724
WM10-115_Bout3,WM10,WM10-115,Manti,N,N,N,N,N,44.8,0,119.725,0,11.724,0,0,131.449,kill,Deer,N,coniferous,2020,Y,Y,1.443918543,-0.028559076,WeanedKits,0.089190485,0,0.910809515,0,0.381747966,-0.468364321,-0.682142472,-1.041908965,-0.60989724
WM10-115_Bout5,WM10,WM10-115,Manti,N,N,N,N,N,48.3,0,139.148,5.678,11.199,0,17.008,173.033,kill,Deer,N,coniferous,2020,Y,Y,1.443918543,-0.028559076,WeanedKits,0.064721758,0,0.804170303,0.03281455,0.381747966,-0.468364321,-0.682142472,-1.041908965,-0.60989724
WM10-115_Bout6,WM10,WM10-115,Manti,N,N,N,N,N,51.8,71.54,196.846,0,13.617,0,14.854,296.857,kill,Deer,N,coniferous,2020,Y,Y,1.443918543,-0.028559076,WeanedKits,0.045870571,0.240991454,0.663100415,0,0.381747966,-0.468364321,-0.682142472,-1.041908965,-0.60989724
WM10-115_Bout7,WM10,WM10-115,Manti,N,N,N,N,N,71.9,0,59.567,0,10.245,0,0.775,70.587,kill,Deer,N,coniferous,2020,Y,Y,1.443918543,-0.028559076,WeanedKits,0.14514004,0,0.843880601,0,0.381747966,-0.468364321,-0.682142472,-1.041908965,-0.60989724
WM10-167_Bout1,WM10,WM10-167,Manti,N,N,N,N,N,64.5,0,275.896,0,93.088,0,0,368.984,kill,Deer,Y,Sagebrush/scrub,2021,N,N,1.184613773,-1.65235892,None,0.252281942,0,0.747718058,0,-0.297036225,-0.468364321,-0.682142472,-0.095103926,-1.580845609
WM10-167_Bout2,WM10,WM10-167,Manti,N,N,N,N,N,67.1,0,78.241,0,34.058,0,0,112.299,kill,Deer,Y,Sagebrush/scrub,2021,N,N,1.184613773,-1.65235892,None,0.303279637,0,0.696720363,0,-0.297036225,-0.468364321,-0.682142472,-0.095103926,-1.580845609
WM10-167_Bout3,WM10,WM10-167,Manti,N,N,N,N,N,70.1,0,110.333,0,48.432,0,32.028,190.793,kill,Deer,Y,Sagebrush/scrub,2021,N,N,1.184613773,-1.65235892,None,0.253845791,0,0.578286415,0,-0.297036225,-0.468364321,-0.682142472,-0.095103926,-1.580845609
WM10-190_Bout1,WM10,WM10-190,Manti,N,N,N,N,N,140,0,0,0,28.323,0,0,28.323,kill,Deer,N,Sagebrush/scrub,2021,Y,N,1.184613773,-1.65235892,None,1,0,0,0,-1.521029195,3.315203379,1.962105283,0.687935457,-0.100959671
WM10-190_Bout2,WM10,WM10-190,Manti,N,N,N,N,N,166.7,0,49.668,0,13.101,0,2.079,64.848,kill,Deer,N,Sagebrush/scrub,2021,Y,N,1.184613773,-1.65235892,None,0.202026277,0,0.765914138,0,-1.521029195,3.315203379,1.962105283,0.687935457,-0.100959671
WM10-190_Bout3,WM10,WM10-190,Manti,N,N,N,N,N,168.6,0,8.953,0,0,0,0,8.953,kill,Deer,N,Sagebrush/scrub,2021,Y,N,1.184613773,-1.65235892,None,0,0,1,0,-1.521029195,3.315203379,1.962105283,0.687935457,-0.100959671
WM10-202_Bout1,WM10,WM10-202,Manti,N,N,N,N,N,45.6,0,29.869,0,26.714,0,3.424,60.007,kill,Elk,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.36339261,None,0.445181396,0,0.497758595,0,-0.392193738,-0.468364321,-0.682142472,-1.041908965,-1.107058358
WM10-202_Bout2,WM10,WM10-202,Manti,N,N,N,N,N,50.8,0,140.223,4.979,43.609,0,6.414,195.225,kill,Elk,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.36339261,None,0.223378153,0,0.718263542,0.025503906,-0.392193738,-0.468364321,-0.682142472,-1.041908965,-1.107058358
WM10-202_Bout3,WM10,WM10-202,Manti,N,N,N,N,N,53.9,0,96.511,0,5.794,0,7.977,110.282,kill,Elk,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.36339261,None,0.052538039,0,0.875129214,0,-0.392193738,-0.468364321,-0.682142472,-1.041908965,-1.107058358
WM10-202_Bout4,WM10,WM10-202,Manti,N,N,N,N,N,57.5,0,132.419,0,8.098,0,0.977,141.494,kill,Elk,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.36339261,None,0.057232109,0,0.935863005,0,-0.392193738,-0.468364321,-0.682142472,-1.041908965,-1.107058358
WM10-202_Bout5,WM10,WM10-202,Manti,N,N,N,N,N,60.3,105.604,0,0,27.731,0,0,133.335,kill,Elk,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.36339261,None,0.2079799,0.7920201,0,0,-0.392193738,-0.468364321,-0.682142472,-1.041908965,-1.107058358
WM10-202_Bout6,WM10,WM10-202,Manti,N,N,N,N,N,66.3,39.453,88.876,32.844,73.625,0,2.447,237.245,kill,Elk,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.36339261,None,0.3103332,0.166296445,0.374616957,0.138439166,-0.392193738,-0.468364321,-0.682142472,-1.041908965,-1.107058358
WM10-202_Bout7,WM10,WM10-202,Manti,N,N,N,N,N,73.5,21.441,0,0,0,0,0,21.441,kill,Elk,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.36339261,None,0,1,0,0,-0.392193738,-0.468364321,-0.682142472,-1.041908965,-1.107058358
WM10-236_Bout1,WM10,WM10-236,Manti,N,N,N,N,N,45.6,5.677,24.296,10.547,28.035,0,20.527,89.082,kill,Deer,N,pinyon/juniper,2021,Y,N,1.184613773,-0.644483155,None,0.314710042,0.063727801,0.272737478,0.118396534,-1.376199533,2.426413268,2.053628682,2.1613714,-1.3537058
WM10-236_Bout2,WM10,WM10-236,Manti,N,N,N,N,N,47.7,0,0,3.301,0,0,9.123,12.424,kill,Deer,N,pinyon/juniper,2021,Y,N,1.184613773,-0.644483155,None,0,0,0,0.265695428,-1.376199533,2.426413268,2.053628682,2.1613714,-1.3537058
WM10-236_Bout3,WM10,WM10-236,Manti,N,N,N,N,N,52.1,0,0,0,5.177,0,12.847,18.024,kill,Deer,N,pinyon/juniper,2021,Y,N,1.184613773,-0.644483155,None,0.28722814,0,0,0,-1.376199533,2.426413268,2.053628682,2.1613714,-1.3537058
WM10-236_Bout5,WM10,WM10-236,Manti,N,N,N,N,N,69,0,0,8.299,21.516,0,15.1,44.915,kill,Deer,N,pinyon/juniper,2021,Y,N,1.184613773,-0.644483155,None,0.479038183,0,0,0.184771235,-1.376199533,2.426413268,2.053628682,2.1613714,-1.3537058
WM10-238_Bout1,WM10,WM10-238,Manti,N,N,N,N,N,32.1,0,58.431,0,5.799,40.226,11.378,115.834,kill,Deer,N,coniferous,2021,Y,N,1.184613773,0.811337395,None,0.050063021,0,0.504437385,0,-1.605908012,2.602010974,2.10710158,1.432597445,0.356728343
WM14-059_Bout1,WM14,WM14-059,Manti,N,N,N,N,N,64.2,20.436,49.175,0,6.251,58.072,19.445,153.379,kill,Deer,N,Sagebrush/scrub,2020,Y,N,1.443918543,0.419385708,None,0.040755253,0.133238579,0.320611035,0,-0.853314172,-0.468364321,0.685743105,1.148648811,-0.465939504
WM14-059_Bout2,WM14,WM14-059,Manti,N,N,N,N,N,71,0,0,0,19.318,0,6.352,25.67,kill,Deer,N,Sagebrush/scrub,2020,Y,N,1.443918543,0.419385708,None,0.752551617,0,0,0,-0.853314172,-0.468364321,0.685743105,1.148648811,-0.465939504
WM14-063_Bout1,WM14,WM14-063,Manti,N,N,N,N,N,66.1,0,151.78,0,68.586,0,13.392,233.758,kill,Deer,Y,deciduous,2020,Y,N,1.443918543,0.36339261,None,0.293406001,0,0.649303981,0,-0.402043241,-0.468364321,-0.682142472,-0.056746979,0.052834161
WM14-063_Bout2,WM14,WM14-063,Manti,N,N,N,N,N,71.7,0,126.634,0,15.894,0,0,142.528,kill,Deer,Y,deciduous,2020,Y,N,1.443918543,0.36339261,None,0.11151493,0,0.88848507,0,-0.402043241,-0.468364321,-0.682142472,-0.056746979,0.052834161
WM14-063_Bout4,WM14,WM14-063,Manti,Y,N,Y,Y,N,207.3,0,0,0,27.921,0,0,27.921,kill,Deer,Y,deciduous,2020,Y,N,1.443918543,0.36339261,None,1,0,0,0,-0.402043241,-0.468364321,-0.682142472,-0.056746979,0.052834161
WM14-109_Bout1,WM14,WM14-109,Manti,N,N,Y,Y,Y,41.6,0,83.961,0,26.988,0,1.921,112.87,kill,Elk,N,Sagebrush/scrub,2020,Y,N,1.443918543,-0.140545272,None,0.239106937,0,0.743873483,0,-1.413378341,1.895211683,1.748653987,0.765898223,-0.815003747
WM15-058_Bout1,WM15,WM15-058,Manti,N,N,N,N,N,96.1,0,0,0,34.303,3.874,17.77,55.947,kill,Deer,N,deciduous,2020,Y,N,1.443918543,1.651233865,WeanedKits,0.613133859,0,0,0,-0.051732185,-0.468364321,-0.682142472,-0.010556723,-0.298658599
WM15-058_Bout2,WM15,WM15-058,Manti,N,N,N,N,N,114.6,0,9.817,0,1.845,0,3.908,15.57,kill,Deer,N,deciduous,2020,Y,N,1.443918543,1.651233865,WeanedKits,0.11849711,0,0.630507386,0,-0.051732185,-0.468364321,-0.682142472,-0.010556723,-0.298658599
WM15-058_Bout4,WM15,WM15-058,Manti,N,N,N,N,N,145.6,0,0,0,20.644,4.371,4.7,29.715,kill,Deer,N,deciduous,2020,Y,N,1.443918543,1.651233865,WeanedKits,0.6947333,0,0,0,-0.051732185,-0.468364321,-0.682142472,-0.010556723,-0.298658599
WM15-072_Bout1,WM15,WM15-072,Manti,N,N,N,N,N,37.2,0,220.984,0,18.161,0,0,239.145,kill,Deer,N,mixed conifer/deciduous,2020,N,N,1.443918543,-0.308524567,None,0.075941374,0,0.924058626,0,-0.547035205,-0.468364321,0.205458897,0.315598694,0.085681428
WM15-072_Bout2,WM15,WM15-072,Manti,N,N,N,N,N,45.1,20.413,309.42,0,4.088,0,1.975,335.896,kill,Deer,N,mixed conifer/deciduous,2020,N,N,1.443918543,-0.308524567,None,0.012170434,0.060771787,0.921177984,0,-0.547035205,-0.468364321,0.205458897,0.315598694,0.085681428
WM15-122_Bout1,WM15,WM15-122,Manti,N,N,N,N,N,46.6,2.394,190.418,0,0,0,11.524,204.336,kill,Deer,N,pinyon/juniper,2021,Y,N,1.184613773,-0.364517665,None,0,0.011715997,0.931886696,0,-0.997468513,0.367285989,0.948485365,1.472977999,-1.650237504
WM15-122_Bout2,WM15,WM15-122,Manti,N,N,N,N,N,51.6,0,11.497,0,35.183,0,2.906,49.586,kill,Deer,N,pinyon/juniper,2021,Y,N,1.184613773,-0.364517665,None,0.709534949,0,0.231859799,0,-0.997468513,0.367285989,0.948485365,1.472977999,-1.650237504
