ClusterBout,CougID,ClusID,StudySite,BearBeforeBout,AvianBeforeBout,AnyScavenger,MammalScavenger,NonBearMamnmalScavenger,CarcassAge,CachingTime,FeedingTime,RestingTime,VigilantTime,UnknownTime,OtherTime,SumTime,KillorShared,PreySpecies,Non.focalAdultCougarPresent,Habitat,Year,BearSeason,KitteninBout,BearHarvestDensity,CanopyCover.scale,DemographicStatus,PropVig,PropCache,PropFeed,PropRelax,DistancetoRoad,DensityofRoads_510,DensityofRoads_990,DensityofRoads_2490,thi210
EM01-101_Bout1,EM01,EM01-101,Manti,N,N,N,N,N,60.2,7.573,31.104,0,59.138,0,0,97.815,kill,Deer,N,Sagebrush/scrub,2020,N,N,1.443918543,-1.65235892,None,0.604590298,0.077421663,0.317988039,0,0.951526044,-0.468364321,-0.682142472,-1.18794615,0.22715184
EM01-117_Bout1,EM01,EM01-117,Manti,N,N,N,N,N,86.4,47.233,88.285,0,14.082,0,31.21,180.81,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.07788286,0.26123002,0.488274985,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout10,EM01,EM01-117,Manti,N,N,N,N,N,144,65.491,775.914,0,105.128,0,6.308,952.841,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.110331105,0.068732349,0.814316344,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout11,EM01,EM01-117,Manti,N,N,N,N,N,166.1,0,221.471,0,41.618,0,6.551,269.64,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.154346536,0,0.821358107,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout12,EM01,EM01-117,Manti,N,N,N,N,N,169.4,0,104.417,0,10.516,0,6.003,120.936,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.086955084,0,0.863407091,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout13,EM01,EM01-117,Manti,N,N,N,N,N,186.7,0,92.209,0,31.005,0,19.806,143.02,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.216787862,0,0.64472801,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout14,EM01,EM01-117,Manti,N,N,N,N,N,188.1,0,64.182,0,18.465,0,12.329,94.976,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.194417537,0,0.675770721,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout15,EM01,EM01-117,Manti,N,N,N,N,N,190.8,0,368.102,0,15.789,0,8.623,392.514,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.040225317,0,0.93780604,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout16,EM01,EM01-117,Manti,N,N,N,N,N,193.1,0,195.384,0,15.853,0,8.939,220.176,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.07200149,0,0.887399172,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout2,EM01,EM01-117,Manti,N,N,N,N,N,89.1,3.897,150.506,0,41.162,0,10.302,205.867,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.199944624,0.018929697,0.731083661,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout3,EM01,EM01-117,Manti,N,N,N,N,N,91.4,0,320.089,0,49.321,0,6.877,376.287,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.131072825,0,0.850651232,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout4,EM01,EM01-117,Manti,N,N,N,N,N,94.6,40.289,125.446,0,31.009,0,7.225,203.969,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.152028004,0.197525114,0.615024832,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout5,EM01,EM01-117,Manti,N,N,N,N,N,97.4,30.766,69.301,0,4.424,0,16.665,121.156,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.036514906,0.253937073,0.571998085,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout6,EM01,EM01-117,Manti,N,N,N,N,N,116.1,0,92.609,0,22.149,0,6.623,121.381,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.182475017,0,0.762961254,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout7,EM01,EM01-117,Manti,N,N,N,N,N,119.3,0,161.867,0,10.736,0,5.423,178.026,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.060305798,0,0.909232359,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout8,EM01,EM01-117,Manti,N,N,N,N,N,121,0,87.625,0,26.614,0,18.599,132.838,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.200349298,0,0.659638055,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-117_Bout9,EM01,EM01-117,Manti,N,N,N,N,N,141.1,0,350.635,0,12.985,0,0,363.62,kill,Elk,N,pinyon/juniper,2020,N,N,1.443918543,-1.65235892,None,0.035710357,0,0.964289643,0,0.945165825,-0.468364321,-0.682142472,-0.661401591,0.799543612
EM01-134_Bout1,EM01,EM01-134,Manti,N,N,N,N,N,103.3,0,702.157,20.92,26.569,0,16.348,765.994,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-0.19653837,Nursing,0.03468565,0,0.916661227,0.027310919,-0.641144182,-0.468364321,1.093060266,1.017166987,-0.674836738
EM01-134_Bout2,EM01,EM01-134,Manti,N,N,N,N,N,106.2,0,0,27.083,9.343,0,5.299,41.725,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-0.19653837,Nursing,0.223918514,0,0,0.649083283,-0.641144182,-0.468364321,1.093060266,1.017166987,-0.674836738
EM01-134_Bout3,EM01,EM01-134,Manti,N,N,N,N,N,107.6,0,369.063,72.169,23.27,0,13.561,478.063,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-0.19653837,Nursing,0.048675593,0,0.771996578,0.150961275,-0.641144182,-0.468364321,1.093060266,1.017166987,-0.674836738
EM01-134_Bout4,EM01,EM01-134,Manti,N,N,N,N,N,111.7,270.469,430.313,30.337,107.155,7.751,0,846.025,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-0.19653837,Nursing,0.126657014,0.319693862,0.508629178,0.035858278,-0.641144182,-0.468364321,1.093060266,1.017166987,-0.674836738
EM01-134_Bout5,EM01,EM01-134,Manti,N,N,N,N,N,115.3,181.048,299.422,0,51.578,5.051,4.806,541.905,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-0.19653837,Nursing,0.095179044,0.33409546,0.552535961,0,-0.641144182,-0.468364321,1.093060266,1.017166987,-0.674836738
EM01-134_Bout6,EM01,EM01-134,Manti,N,N,N,N,N,118.5,46.782,0,0,2.624,0,7.351,56.757,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-0.19653837,Nursing,0.046232183,0.824250753,0,0,-0.641144182,-0.468364321,1.093060266,1.017166987,-0.674836738
EM01-134_Bout7,EM01,EM01-134,Manti,N,N,Y,Y,Y,132.6,0,112.231,0,53.159,0,4.874,170.264,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-0.19653837,Nursing,0.312215148,0,0.659158718,0,-0.641144182,-0.468364321,1.093060266,1.017166987,-0.674836738
EM01-142_Bout1,EM01,EM01-142,Manti,N,N,N,N,N,35.8,0,0,25.934,46.177,0,0,72.111,kill,Deer,N,meadow,2020,Y,N,1.443918543,0.139420218,WeanedKits,0.640360001,0,0,0.359639999,-0.532119727,-0.468364321,0.086542862,0.798374315,-0.285809073
EM01-142_Bout4,EM01,EM01-142,Manti,N,N,N,N,N,48.5,0,0,45.623,44.469,0,0,90.092,kill,Deer,N,meadow,2020,Y,Y,1.443918543,0.139420218,WeanedKits,0.493595436,0,0,0.506404564,-0.532119727,-0.468364321,0.086542862,0.798374315,-0.285809073
EM01-142_Bout5,EM01,EM01-142,Manti,N,N,N,N,N,50.3,0,0,0,3.147,10.479,16.675,30.301,kill,Deer,N,meadow,2020,Y,Y,1.443918543,0.139420218,WeanedKits,0.103857958,0,0,0,-0.532119727,-0.468364321,0.086542862,0.798374315,-0.285809073
EM03-047_Bout1,EM03,EM03-047,Manti,N,N,N,N,N,93.5,0,0,0,32.697,0,10.533,43.23,kill,Deer,N,mixed conifer/deciduous,2019,Y,N,0.536351659,-0.644483155,Pregnant,0.756349757,0,0,0,1.951223978,-0.468364321,-0.682142472,-1.18794615,-0.434400166
EM03-047_Bout2,EM03,EM03-047,Manti,N,N,N,N,N,94.9,51.156,8.066,0,171.647,4.664,27.965,263.498,kill,Deer,N,mixed conifer/deciduous,2019,Y,N,0.536351659,-0.644483155,Pregnant,0.651416709,0.194141891,0.030611238,0,1.951223978,-0.468364321,-0.682142472,-1.18794615,-0.434400166
EM03-048_Bout1,EM03,EM03-048,Manti,N,N,N,N,N,58.3,0,36.322,0,79.409,23.963,0,139.694,kill,Deer,N,coniferous,2019,Y,N,0.536351659,-0.644483155,Pregnant,0.568449611,0,0.260011167,0,0.992936532,-0.468364321,-0.682142472,-1.18794615,-0.775491137
EM03-048_Bout2,EM03,EM03-048,Manti,N,N,N,N,N,69.2,0,0,0,8.701,0,18.927,27.628,kill,Deer,N,coniferous,2019,Y,N,0.536351659,-0.644483155,Pregnant,0.314934125,0,0,0,0.992936532,-0.468364321,-0.682142472,-1.18794615,-0.775491137
EM03-048_Bout3,EM03,EM03-048,Manti,N,N,N,N,N,134.8,0,0,0,4.696,0,13.325,18.021,kill,Deer,N,coniferous,2019,Y,N,0.536351659,-0.644483155,Pregnant,0.260584873,0,0,0,0.992936532,-0.468364321,-0.682142472,-1.18794615,-0.775491137
EM03-048_Bout4,EM03,EM03-048,Manti,N,N,N,N,N,144.9,0,0,0,7.925,0,6.374,14.299,kill,Deer,N,coniferous,2019,Y,N,0.536351659,-0.644483155,Pregnant,0.554234562,0,0,0,0.992936532,-0.468364321,-0.682142472,-1.18794615,-0.775491137
EM03-048_Bout5,EM03,EM03-048,Manti,N,N,N,N,N,159.2,0,0,0,20.009,0,20.971,40.98,kill,Deer,N,coniferous,2019,Y,N,0.536351659,-0.644483155,Pregnant,0.488262567,0,0,0,0.992936532,-0.468364321,-0.682142472,-1.18794615,-0.775491137
EM03-048_Bout6,EM03,EM03-048,Manti,N,N,N,N,N,191.8,0,0,0,4.114,0,3.1,7.214,kill,Deer,N,coniferous,2019,Y,N,0.536351659,-0.644483155,Pregnant,0.570280011,0,0,0,0.992936532,-0.468364321,-0.682142472,-1.18794615,-0.775491137
EM03-051_Bout1,EM03,EM03-051,Manti,N,N,N,N,N,71.4,0,45.323,0,20.455,0,23.302,89.08,kill,Elk,N,pinyon/juniper,2019,Y,N,0.536351659,-1.65235892,Pregnant,0.229625056,0,0.508789852,0,-0.414350744,-0.468364321,-0.682142472,-0.457760225,-0.207733059
EM03-051_Bout2,EM03,EM03-051,Manti,N,N,N,N,N,74.9,0,0.215,0,11.165,0,13.401,24.781,kill,Elk,N,pinyon/juniper,2019,Y,N,0.536351659,-1.65235892,Pregnant,0.45054679,0,0.008676002,0,-0.414350744,-0.468364321,-0.682142472,-0.457760225,-0.207733059
EM03-051_Bout3,EM03,EM03-051,Manti,N,N,N,N,N,76.4,139.119,0,0,13.788,0,8.746,161.653,kill,Elk,N,pinyon/juniper,2019,Y,N,0.536351659,-1.65235892,Pregnant,0.085293808,0.860602649,0,0,-0.414350744,-0.468364321,-0.682142472,-0.457760225,-0.207733059
EM03-054_Bout1,EM03,EM03-054,Manti,N,N,N,N,N,68.3,0,0,0,5.674,0,16.925,22.599,kill,Deer,N,mixed conifer/deciduous,2019,Y,N,0.536351659,1.091302885,Pregnant,0.251073056,0,0,0,-1.381385959,2.174193987,1.60246138,1.093227604,-1.03575133
EM03-054_Bout2,EM03,EM03-054,Manti,N,N,N,N,N,70.5,0,4.919,0,23.283,0,6.288,34.49,kill,Deer,N,mixed conifer/deciduous,2019,Y,N,0.536351659,1.091302885,Pregnant,0.675065236,0,0.14262105,0,-1.381385959,2.174193987,1.60246138,1.093227604,-1.03575133
EM03-054_Bout3,EM03,EM03-054,Manti,N,N,N,N,N,75.9,0,0,0,1.271,0,9.688,10.959,kill,Deer,N,mixed conifer/deciduous,2019,Y,N,0.536351659,1.091302885,Pregnant,0.115977735,0,0,0,-1.381385959,2.174193987,1.60246138,1.093227604,-1.03575133
EM03-054_Bout4,EM03,EM03-054,Manti,N,N,N,N,N,78.1,0,0,0,8.768,0,1.302,10.07,kill,Deer,N,mixed conifer/deciduous,2019,Y,N,0.536351659,1.091302885,Pregnant,0.870705065,0,0,0,-1.381385959,2.174193987,1.60246138,1.093227604,-1.03575133
EM03-174_Bout1,EM03,EM03-174,Manti,Y,N,Y,Y,N,146.6,0,203.081,0,38.014,0,0,241.095,kill,Elk,N,coniferous,2021,Y,N,1.184613773,0.6433581,Nursing,0.157672287,0,0.842327713,0,1.210218272,-0.468364321,-0.682142472,-1.18794615,-1.266646424
EM03-185_Bout1,EM03,EM03-185,Manti,N,N,N,N,N,379,0,8.257,0,48.56,0,10.225,67.042,kill,Deer,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.475378806,Nursing,0.724322067,0,0.1231616,0,0.194645853,-0.468364321,-0.682142472,-1.18794615,-0.925840371
EM03-185_Bout2,EM03,EM03-185,Manti,N,N,N,N,N,380.3,0,0,6.486,7.958,0,4.215,18.659,kill,Deer,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.475378806,Nursing,0.426496597,0,0,0.347607053,0.194645853,-0.468364321,-0.682142472,-1.18794615,-0.925840371
EM03-185_Bout3,EM03,EM03-185,Manti,N,N,N,N,N,381.7,41.092,0,0,42.974,30.441,21.248,135.755,kill,Deer,N,mixed conifer/deciduous,2021,Y,N,1.184613773,0.475378806,Nursing,0.31655556,0.30269235,0,0,0.194645853,-0.468364321,-0.682142472,-1.18794615,-0.925840371
EM03-190_Bout1,EM03,EM03-190,Manti,N,N,N,N,N,86.4,55.727,11.513,0,13.856,53.458,17.262,151.816,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.091268378,0.367069347,0.075835222,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout10,EM03,EM03-190,Manti,N,N,N,N,N,206.3,8.624,8.785,0,1.891,0,5.294,24.594,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.076888672,0.350654631,0.357200943,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout11,EM03,EM03-190,Manti,N,N,N,N,N,228.1,0,0,0,1.345,2.635,7.077,11.057,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.121642398,0,0,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout13,EM03,EM03-190,Manti,N,N,N,N,N,234.6,0,2.653,0,0,0,8.618,11.271,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0,0,0.235382841,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout14,EM03,EM03-190,Manti,N,N,N,N,N,236.2,12.627,5.486,0,3.045,0,0,21.158,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.143917194,0.596795538,0.259287267,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout15,EM03,EM03-190,Manti,N,N,Y,Y,Y,301,0,0,0,7.773,0,0,7.773,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,1,0,0,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout2,EM03,EM03-190,Manti,N,N,N,N,N,109.3,0,0,0,6.402,5.796,20.04,32.238,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.19858552,0,0,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout3,EM03,EM03-190,Manti,N,N,N,N,N,116.1,26.527,77.573,0,7.584,10.201,29.922,151.807,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.049958171,0.174741613,0.510997517,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout4,EM03,EM03-190,Manti,N,N,N,N,N,119,113.029,4.61,0,18.562,3.706,4.403,144.31,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.128625875,0.783237475,0.031945118,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout5,EM03,EM03-190,Manti,N,N,N,N,N,139.1,4.505,0,0,3.809,15.164,28.857,52.335,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.072781122,0.086080061,0,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout6,EM03,EM03-190,Manti,N,N,N,N,N,143.3,124.908,86.625,0,41.203,62.091,23.084,337.911,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.121934474,0.369647629,0.256354484,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout7,EM03,EM03-190,Manti,N,N,N,N,N,163.5,6.159,0,0,20.396,0,20.187,46.742,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.436352745,0.131765864,0,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout8,EM03,EM03-190,Manti,N,N,N,N,N,167.5,227.637,305.145,0,34.971,5.069,3.433,576.255,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.060686675,0.395028243,0.529531197,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-190_Bout9,EM03,EM03-190,Manti,N,N,N,N,N,202.6,0,80.226,0,51.451,0,12.798,144.475,kill,Deer,N,pinyon/juniper,2021,N,N,1.184613773,-1.65235892,WeanedKits,0.356123897,0,0.555293303,0,-0.371022963,-0.468364321,-0.682142472,0.515125452,-0.678324603
EM03-201_Bout1,EM03,EM03-201,Manti,N,N,N,N,N,40.8,27.71,284.332,0,350.195,0,40.389,702.626,kill,Elk,N,meadow,2021,N,N,1.184613773,0.923323591,WeanedKits,0.498408826,0.039437766,0.404670479,0,-0.877004137,0.12252968,2.176843445,1.189366986,-1.325293894
EM03-201_Bout2,EM03,EM03-201,Manti,N,N,Y,Y,Y,48.9,41.197,539.577,0,213.024,0,8.401,802.199,kill,Elk,N,meadow,2021,N,N,1.184613773,0.923323591,WeanedKits,0.265550069,0.051355088,0.672622379,0,-0.877004137,0.12252968,2.176843445,1.189366986,-1.325293894
EM10-058_Bout1,EM10,EM10-058,Manti,N,N,N,N,N,43.4,0,0,0,51.043,0,4.65,55.693,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-1.65235892,Pregnant,0.916506563,0,0,0,0.917654162,-0.468364321,-0.682142472,-1.18794615,-0.560794667
EM10-058_Bout2,EM10,EM10-058,Manti,N,N,N,N,N,50.2,0,10.935,0,5.109,0,0,16.044,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-1.65235892,Pregnant,0.318436799,0,0.681563201,0,0.917654162,-0.468364321,-0.682142472,-1.18794615,-0.560794667
EM10-058_Bout3,EM10,EM10-058,Manti,N,N,N,N,N,53,55.986,21.279,0,2.65,0,2.554,82.469,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-1.65235892,Pregnant,0.032133286,0.678873274,0.258024227,0,0.917654162,-0.468364321,-0.682142472,-1.18794615,-0.560794667
EM10-058_Bout4,EM10,EM10-058,Manti,N,N,N,N,N,71.9,0,40.448,0,12.226,0,25.702,78.376,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-1.65235892,Pregnant,0.15599163,0,0.51607635,0,0.917654162,-0.468364321,-0.682142472,-1.18794615,-0.560794667
EM10-058_Bout5,EM10,EM10-058,Manti,N,N,N,N,N,75.3,0,17.592,10.677,2.352,4.773,13.253,48.647,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-1.65235892,Pregnant,0.048348305,0,0.361625588,0.219479105,0.917654162,-0.468364321,-0.682142472,-1.18794615,-0.560794667
EM10-058_Bout6,EM10,EM10-058,Manti,N,N,N,N,N,77.2,0,190.588,11.123,17.881,0,12.922,232.514,kill,Deer,N,deciduous,2020,Y,N,1.443918543,-1.65235892,Pregnant,0.076902896,0,0.819683976,0.04783798,0.917654162,-0.468364321,-0.682142472,-1.18794615,-0.560794667
EM10-068_Bout1,EM10,EM10-068,Manti,N,N,N,N,N,64.1,0,0,0,18.547,0,17.19,35.737,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,0.531371904,Pregnant,0.518985925,0,0,0,0.471364191,-0.468364321,-0.682142472,-0.047359273,-0.499791305
EM10-068_Bout2,EM10,EM10-068,Manti,N,N,N,N,N,66.5,0,367.808,0,32.673,0,21.563,422.044,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,0.531371904,Pregnant,0.077416099,0,0.871492072,0,0.471364191,-0.468364321,-0.682142472,-0.047359273,-0.499791305
EM10-069_Bout1,EM10,EM10-069,Manti,N,N,N,N,N,55.7,0,264.983,40.344,69.898,0,8.221,383.446,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.027434022,Pregnant,0.182289032,0,0.691056889,0.105214294,0.013537982,-0.468364321,-0.682142472,-0.31172304,-0.226688714
EM10-069_Bout2,EM10,EM10-069,Manti,N,N,N,N,N,60.9,0,173.55,28.421,25.614,0,15.302,242.887,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.027434022,Pregnant,0.105456447,0,0.714529802,0.117013261,0.013537982,-0.468364321,-0.682142472,-0.31172304,-0.226688714
EM10-069_Bout3,EM10,EM10-069,Manti,N,N,N,N,N,65.5,0,92.109,0,3.098,0,24.532,119.739,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.027434022,Pregnant,0.02587294,0,0.769248115,0,0.013537982,-0.468364321,-0.682142472,-0.31172304,-0.226688714
WM01-102_Bout1,WM01,WM01-102,Manti,N,N,N,N,N,82.6,105.181,91.405,0,123.135,0,8.054,327.775,kill,Elk,N,coniferous,2019,Y,Y,0.536351659,0.699351198,WeanedKits,0.375669285,0.320893906,0.278865075,0,-0.323215672,-0.468364321,-0.682142472,-0.336410349,-0.343787691
WM01-102_Bout2,WM01,WM01-102,Manti,N,N,N,N,N,92,0,465.258,451.304,408.064,51.862,210.727,1587.215,kill,Elk,N,coniferous,2019,Y,Y,0.536351659,0.699351198,WeanedKits,0.257094344,0,0.29312853,0.284337031,-0.323215672,-0.468364321,-0.682142472,-0.336410349,-0.343787691
WM01-102_Bout3,WM01,WM01-102,Manti,N,N,N,N,N,107.2,3.24,0,0,78.709,0,6.666,88.615,kill,Elk,N,coniferous,2019,Y,Y,0.536351659,0.699351198,WeanedKits,0.888213056,0.036562659,0,0,-0.323215672,-0.468364321,-0.682142472,-0.336410349,-0.343787691
WM01-130_Bout1,WM01,WM01-130,Manti,N,N,N,N,N,88.3,0,141.629,0,28.319,0,14.617,184.565,kill,Elk,N,pinyon/juniper,2020,N,Y,1.443918543,0.195413316,WeanedKits,0.153436459,0,0.76736651,0,0.460593137,-0.468364321,-0.682142472,-1.18794615,0.61718855
WM01-130_Bout2,WM01,WM01-130,Manti,N,N,N,N,N,92.3,0,266.035,0,59.542,0,26.308,351.885,kill,Elk,N,pinyon/juniper,2020,N,Y,1.443918543,0.195413316,WeanedKits,0.16920869,0,0.756028248,0,0.460593137,-0.468364321,-0.682142472,-1.18794615,0.61718855
WM01-130_Bout3,WM01,WM01-130,Manti,N,N,N,N,N,94.4,0,8.869,0,8.725,0,3.476,21.07,kill,Elk,N,pinyon/juniper,2020,N,Y,1.443918543,0.195413316,WeanedKits,0.414095871,0,0.420930233,0,0.460593137,-0.468364321,-0.682142472,-1.18794615,0.61718855
WM01-177_Bout1,WM01,WM01-177,Manti,N,N,N,N,N,285,0,454.568,0,9.642,0,0,464.21,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,0.979316689,None,0.020770772,0,0.979229228,0,-0.44752998,-0.468364321,-0.682142472,0.101819346,0.137973053
WM01-177_Bout2,WM01,WM01-177,Manti,Y,N,Y,Y,N,304.9,0,8.241,0,0,0,0.109,8.35,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,0.979316689,None,0,0,0.986946108,0,-0.44752998,-0.468364321,-0.682142472,0.101819346,0.137973053
WM01-196_Bout1,WM01,WM01-196,Manti,N,N,N,N,N,43.5,0,363.739,0,32.289,0,0,396.028,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.08342712,Pregnant,0.081532114,0,0.918467886,0,0.920073159,-0.468364321,-0.682142472,-1.18794615,0.284929018
WM01-196_Bout2,WM01,WM01-196,Manti,N,N,N,N,N,50.9,0,236.317,0,9.971,0,4.573,250.861,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.08342712,Pregnant,0.039747111,0,0.94202367,0,0.920073159,-0.468364321,-0.682142472,-1.18794615,0.284929018
WM01-203_Bout1,WM01,WM01-203,Manti,N,N,N,N,N,29.9,0,0,0,60.389,0,0,60.389,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.923323591,Pregnant,1,0,0,0,-0.725977551,-0.468364321,0.35866239,1.57134521,0.005302154
WM01-203_Bout2,WM01,WM01-203,Manti,N,N,N,N,N,32.7,12.597,16.194,0,35.451,0,24.677,88.919,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.923323591,Pregnant,0.398688694,0.14166826,0.182120807,0,-0.725977551,-0.468364321,0.35866239,1.57134521,0.005302154
WM01-203_Bout3,WM01,WM01-203,Manti,N,N,N,N,N,66.5,0,0,1.699,0,6.549,0.221,8.469,kill,Deer,N,deciduous,2020,Y,N,1.443918543,0.923323591,Pregnant,0,0,0,0.200614004,-0.725977551,-0.468364321,0.35866239,1.57134521,0.005302154
WM01-219_Bout1,WM01,WM01-219,Manti,N,N,N,N,N,55.6,23.683,174.736,0,0,0,7.698,206.117,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,2.155171748,Nursing,0,0.11490076,0.84775152,0,1.520901515,-0.468364321,-0.682142472,-1.18794615,1.206330432
WM01-219_Bout2,WM01,WM01-219,Manti,N,N,N,N,N,61.3,0,341.706,0,0,0,9.348,351.054,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,2.155171748,Nursing,0,0,0.973371618,0,1.520901515,-0.468364321,-0.682142472,-1.18794615,1.206330432
WM01-219_Bout3,WM01,WM01-219,Manti,N,N,N,N,N,62.5,85.962,0,0,1.624,0,0,87.586,kill,Deer,N,mixed conifer/deciduous,2020,Y,N,1.443918543,2.155171748,Nursing,0.018541776,0.981458224,0,0,1.520901515,-0.468364321,-0.682142472,-1.18794615,1.206330432
